,Tree,t,Risk Estimate,True Risk,E[f(x)=y],E[f(x)=y]_zero_ood,Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,test_set,val_set,Model,heldout_shift_type
0,Base Tree,350.5,1165.0097494171323,814.3308270676691,0.913113155833257,0.8140217022814533,0.9706015037593985,0.19421052631578947,0.7865162907268171,0.13448427310138134,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.6655157268986187,0.0574883479261415,kNN,0.8,brightness_0.025,brightness,vit,brightness
1,Detector Tree,350.5,1186.9891351250874,1036.590977443609,0.92350696528247,0.8238909475470814,0.9706015037593985,0.19421052631578947,0.7865162907268171,0.13448427310138134,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.6655157268986187,0.04709453847692849,kNN,0.8,brightness_0.025,brightness,vit,brightness
0,Base Tree,350.5,1141.6911279436622,814.3308270676691,0.9169358806649733,0.831673434653589,0.9706015037593985,0.18639097744360902,0.9034085213032581,0.11571591356960247,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.7842840864303975,0.053665623094425075,kNN,0.9,brightness_0.025,brightness,vit,brightness
1,Detector Tree,350.5,1178.8787286841557,1027.051127819549,0.9274704935767637,0.8417566905231795,0.9706015037593985,0.18639097744360902,0.9034085213032581,0.11571591356960247,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.7842840864303975,0.043131010182634766,kNN,0.9,brightness_0.025,brightness,vit,brightness
0,Base Tree,350.5,1138.7665667130643,846.4360902255639,0.9174153169322845,0.833887269301026,0.9653383458646617,0.19543859649122808,1.0,0.11336203443009117,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.8866379655699088,0.04792302893237711,kNN,1.0,brightness_0.025,brightness,vit,brightness
1,Detector Tree,350.5,1177.8615424723323,1070.1944862155387,0.9279675890503987,0.843997365827385,0.9653383458646617,0.19543859649122808,1.0,0.11336203443009117,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.8866379655699088,0.037370756814262975,kNN,1.0,brightness_0.025,brightness,vit,brightness
0,Base Tree,350.5,1141.8626435001293,819.6817042606516,0.9169077633606346,0.8315436007908172,0.9697243107769424,0.18709273182957395,0.0,0.11585396056490745,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.11585396056490745,0.0528165474163078,kNN,0.0,brightness_0.05,brightness,vit,brightness
1,Detector Tree,350.5,1178.9383831914117,1021.3333333333334,0.9274413406201131,0.8416252825472951,0.9697243107769424,0.18709273182957395,0.0,0.11585396056490745,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.11585396056490745,0.04228297015682926,kNN,0.0,brightness_0.05,brightness,vit,brightness
0,Base Tree,350.5,1185.331978623257,821.516290726817,0.9097816428486463,0.7986381792220033,0.9694235588972432,0.19696741854636593,0.09659147869674185,0.15084093915309046,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.05084093915309046,0.05964191604859673,kNN,0.1,brightness_0.05,brightness,vit,brightness
1,Detector Tree,350.5,1194.0573719346673,1035.215037593985,0.9200527417747365,0.8083209137819614,0.9694235588972432,0.19696741854636593,0.09659147869674185,0.15084093915309046,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.05084093915309046,0.049370817122506495,kNN,0.1,brightness_0.05,brightness,vit,brightness
0,Base Tree,350.5,1185.7853091532832,852.092731829574,0.9097073263683142,0.7982950170328814,0.9644110275689224,0.19924812030075187,0.21348370927318297,0.1512058093656775,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.048794190634322505,0.054703701200608044,kNN,0.2,brightness_0.05,brightness,vit,brightness
1,Detector Tree,350.5,1194.2150439846546,1053.2857142857142,0.9199756879752884,0.8079735910750045,0.9644110275689224,0.19924812030075187,0.21348370927318297,0.1512058093656775,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.048794190634322505,0.04443533959363391,kNN,0.2,brightness_0.05,brightness,vit,brightness
0,Base Tree,350.5,1164.7804914348153,874.4135338345865,0.9131507391090466,0.8141952460114135,0.960751879699248,0.19977443609022558,0.298671679197995,0.1342997512057559,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.1657002487942441,0.04760114059020144,kNN,0.30000000000000004,brightness_0.05,brightness,vit,brightness
1,Detector Tree,350.5,1186.909397331902,1076.2486215538847,0.9235459328732704,0.8240665953310617,0.960751879699248,0.19977443609022558,0.298671679197995,0.1342997512057559,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.1657002487942441,0.03720594682597777,kNN,0.30000000000000004,brightness_0.05,brightness,vit,brightness
0,Base Tree,350.5,1140.3990445090692,817.3884711779449,0.917147697621464,0.8326515160987488,0.9701002506265664,0.19854636591478697,0.3831328320802005,0.11467595987966904,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.28532404012033097,0.05295255300510234,kNN,0.4,brightness_0.05,brightness,vit,brightness
1,Detector Tree,350.5,1178.4293315436744,1029.0385964912282,0.9276901124447755,0.8427466302832283,0.9701002506265664,0.19854636591478697,0.3831328320802005,0.11467595987966904,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.28532404012033097,0.04241013818179095,kNN,0.4,brightness_0.05,brightness,vit,brightness
0,Base Tree,350.5,1143.3336806253383,805.4636591478696,0.9166666097335511,0.8304300549633673,0.9720551378446114,0.1948872180451128,0.4745864661654135,0.11703794794949308,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.38296205205050693,0.05538852811106042,kNN,0.5,brightness_0.05,brightness,vit,brightness
1,Detector Tree,350.5,1179.4500218827777,1012.6496240601504,0.9271913045159481,0.840498236027106,0.9720551378446114,0.1948872180451128,0.4745864661654135,0.11703794794949308,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.38296205205050693,0.04486383332866334,kNN,0.5,brightness_0.05,brightness,vit,brightness
0,Base Tree,350.5,1156.1179412530319,840.7794486215539,0.9145708293027817,0.8207526240984073,0.966265664160401,0.18245614035087718,0.6168671679197995,0.12732756134201292,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.47267243865798714,0.05197346605146504,kNN,0.6000000000000001,brightness_0.05,brightness,vit,brightness
1,Detector Tree,350.5,1183.8964918362165,1051.451127819549,0.9250183296350301,0.8307034754417223,0.966265664160401,0.18245614035087718,0.6168671679197995,0.12732756134201292,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.47267243865798714,0.04315328821239044,kNN,0.6000000000000001,brightness_0.05,brightness,vit,brightness
0,Base Tree,350.5,1156.9948790910526,783.7543859649123,0.9144270690014668,0.820088799607695,0.9756140350877193,0.1812280701754386,0.701328320802005,0.12803337856408664,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.5719666214359134,0.061399243747097994,kNN,0.7000000000000001,brightness_0.05,brightness,vit,brightness
1,Detector Tree,350.5,1184.2014979575206,1004.2411027568922,0.9248692741714691,0.8300316027052521,0.9756140350877193,0.1812280701754386,0.701328320802005,0.12803337856408664,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.5719666214359134,0.051989626468201613,kNN,0.7000000000000001,brightness_0.05,brightness,vit,brightness
0,Base Tree,350.5,1150.8430883977785,806.0751879699249,0.9154355592790527,0.8247455827306003,0.9719548872180451,0.18175438596491228,0.7865162907268171,0.1230820129944289,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.676917987005571,0.05651932793899238,kNN,0.8,brightness_0.05,brightness,vit,brightness
1,Detector Tree,350.5,1182.0618550580139,1027.2040100250626,0.9259149104455132,0.8347448449307341,0.9719548872180451,0.18175438596491228,0.7865162907268171,0.1230820129944289,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.676917987005571,0.04704064761171752,kNN,0.8,brightness_0.05,brightness,vit,brightness
0,Base Tree,350.5,1159.4283001469678,836.6516290726817,0.9140281475168905,0.8182467482979036,0.9669423558897243,0.18403508771929827,0.9034085213032581,0.1299919558033792,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.7700080441966208,0.052914208372833775,kNN,0.9,brightness_0.05,brightness,vit,brightness
1,Detector Tree,350.5,1185.0478616170467,1045.2746867167918,0.9244556591034419,0.8281672182609543,0.9669423558897243,0.18403508771929827,0.9034085213032581,0.1299919558033792,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.7700080441966208,0.04258956134521996,kNN,0.9,brightness_0.05,brightness,vit,brightness
0,Base Tree,350.5,1154.384477214714,838.4862155388471,0.9148550037352928,0.8220648218763043,0.9666416040100251,0.19390977443609023,1.0,0.12593235552576976,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.8740676444742301,0.051786600274732295,kNN,1.0,brightness_0.05,brightness,vit,brightness
1,Detector Tree,350.5,1183.2935789274284,1059.1563909774436,0.92531297114164,0.8320315823798675,0.9666416040100251,0.19390977443609023,1.0,0.12593235552576976,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.8740676444742301,0.04132863286838494,kNN,1.0,brightness_0.05,brightness,vit,brightness
0,Base Tree,350.5,1141.8626435001293,819.6817042606516,0.9169077633606346,0.8315436007908172,0.9697243107769424,0.18709273182957395,0.0,0.11585396056490745,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.11585396056490745,0.0528165474163078,kNN,0.0,brightness_0.07500000000000001,brightness,vit,brightness
1,Detector Tree,350.5,1178.9383831914117,1021.3333333333334,0.9274413406201131,0.8416252825472951,0.9697243107769424,0.18709273182957395,0.0,0.11585396056490745,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.11585396056490745,0.04228297015682926,kNN,0.0,brightness_0.07500000000000001,brightness,vit,brightness
0,Base Tree,350.5,1155.47033954871,856.8320802005013,0.9146769935166049,0.821242845700119,0.9636340852130326,0.19651629072681703,0.09659147869674185,0.12680632891693422,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.026806328916934217,0.04895709169642763,kNN,0.1,brightness_0.07500000000000001,brightness,vit,brightness
1,Detector Tree,350.5,1183.6712506897848,1063.4065162907268,0.925128404224192,0.8311996405179239,0.9636340852130326,0.19651629072681703,0.09659147869674185,0.12680632891693422,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.026806328916934217,0.03865113018088817,kNN,0.1,brightness_0.07500000000000001,brightness,vit,brightness
0,Base Tree,350.5,1149.9795402989628,866.3107769423559,0.9155771245411537,0.8253992714552146,0.9620802005012531,0.18583959899749375,0.21348370927318297,0.12238697271471109,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.07761302728528892,0.04653204147734386,kNN,0.2,brightness_0.07500000000000001,brightness,vit,brightness
1,Detector Tree,350.5,1181.761505997043,1059.859649122807,0.9260616900193843,0.8354064590145036,0.9620802005012531,0.18583959899749375,0.21348370927318297,0.12238697271471109,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.07761302728528892,0.03633863040075648,kNN,0.2,brightness_0.07500000000000001,brightness,vit,brightness
0,Base Tree,350.5,1148.813917400886,873.34335839599,0.9157682102621498,0.826281624791028,0.9609273182957393,0.18398496240601503,0.298671679197995,0.12144880277810192,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.1785511972218981,0.04515910803358953,kNN,0.30000000000000004,brightness_0.07500000000000001,brightness,vit,brightness
1,Detector Tree,350.5,1181.3560928609786,1064.629573934837,0.9262598140526708,0.8362995100521812,0.9609273182957393,0.18398496240601503,0.298671679197995,0.12144880277810192,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.1785511972218981,0.034667504243068525,kNN,0.30000000000000004,brightness_0.07500000000000001,brightness,vit,brightness
0,Base Tree,350.5,1143.3392791146346,816.3182957393484,0.9166656919484205,0.8304258170183902,0.9702756892230576,0.1856390977443609,0.3831328320802005,0.11704245398172441,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.2829575460182756,0.05360999727463709,kNN,0.4,brightness_0.07500000000000001,brightness,vit,brightness
1,Detector Tree,350.5,1179.4519690829457,1020.9358395989975,0.9271903529257886,0.8404939467010436,0.9702756892230576,0.1856390977443609,0.3831328320802005,0.11704245398172441,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.2829575460182756,0.04308533629726913,kNN,0.4,brightness_0.07500000000000001,brightness,vit,brightness
0,Base Tree,350.5,1164.456431304687,837.4160401002506,0.9132038637205432,0.8144405530805306,0.9668170426065162,0.18724310776942354,0.4745864661654135,0.13403892630926334,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.36596107369073666,0.05361317888597313,kNN,0.5,brightness_0.07500000000000001,brightness,vit,brightness
1,Detector Tree,350.5,1186.7966865796977,1028.7022556390978,0.923601014238019,0.8243148765169914,0.9668170426065162,0.18724310776942354,0.4745864661654135,0.13403892630926334,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.36596107369073666,0.04321602836849725,kNN,0.5,brightness_0.07500000000000001,brightness,vit,brightness
0,Base Tree,350.5,1129.0675888131766,792.0100250626566,0.9190053133093153,0.8412292025438147,0.9742606516290727,0.18350877192982457,0.6168671679197995,0.10555565940389276,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.4944443405961073,0.05525533831975736,kNN,0.6000000000000001,brightness_0.07500000000000001,brightness,vit,brightness
1,Detector Tree,350.5,1174.4881589762624,989.2892230576442,0.9296161501960767,0.8514283130850261,0.9742606516290727,0.18350877192982457,0.6168671679197995,0.10555565940389276,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.4944443405961073,0.044644501432996024,kNN,0.6000000000000001,brightness_0.07500000000000001,brightness,vit,brightness
0,Base Tree,350.5,1129.07142814793,734.984962406015,0.9190046839101754,0.8412262962438163,0.9836090225563909,0.18516290726817042,0.701328320802005,0.10555874955290073,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.5944412504470994,0.06460433864621555,kNN,0.7000000000000001,brightness_0.07500000000000001,brightness,vit,brightness
1,Detector Tree,350.5,1174.489494328155,945.5954887218045,0.9296154976141072,0.8514253715488818,0.9836090225563909,0.18516290726817042,0.701328320802005,0.10555874955290073,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.5944412504470994,0.0539935249422838,kNN,0.7000000000000001,brightness_0.07500000000000001,brightness,vit,brightness
0,Base Tree,350.5,1135.4760870544633,742.0175438596491,0.917954739827137,0.8363780969160146,0.9824561403508771,0.18330827067669173,0.7865162907268171,0.1107136400841864,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.6892863599158137,0.06450140052374002,kNN,0.8,brightness_0.07500000000000001,brightness,vit,brightness
1,Detector Tree,350.5,1176.7170868514359,950.3654135338346,0.9285268806553292,0.8465183923775838,0.9824561403508771,0.18330827067669173,0.7865162907268171,0.1107136400841864,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.6892863599158137,0.05392925969554801,kNN,0.8,brightness_0.07500000000000001,brightness,vit,brightness
0,Base Tree,350.5,1164.6216823699,751.4962406015038,0.9131767733819836,0.8143154613129631,0.9809022556390977,0.1726315789473684,0.9034085213032581,0.1341719312301786,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.7658280687698213,0.06772548225711414,kNN,0.9,brightness_0.07500000000000001,brightness,vit,brightness
1,Detector Tree,350.5,1186.8541622458815,946.8185463659147,0.9235729260736573,0.8241882681297423,0.9809022556390977,0.1726315789473684,0.9034085213032581,0.1341719312301786,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.7658280687698213,0.0573293295654404,kNN,0.9,brightness_0.07500000000000001,brightness,vit,brightness
0,Base Tree,350.5,1153.3883137058885,788.6466165413534,0.9150183092285429,0.8228188978270068,0.9748120300751879,0.18205513784461153,1.0,0.12513057764591745,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.8748694223540826,0.05979372084664507,kNN,1.0,brightness_0.07500000000000001,brightness,vit,brightness
1,Detector Tree,350.5,1182.9471051469181,988.8917293233083,0.9254822917105024,0.832794800790145,0.9748120300751879,0.18205513784461153,1.0,0.12513057764591745,0.9405048076923077,0.7368255876068376,0.9705528846153846,0.5190638354700855,0.8143028846153846,0.8748694223540826,0.049329738364685516,kNN,1.0,brightness_0.07500000000000001,brightness,vit,brightness
0,Base Tree,350.5,1141.8626435001293,819.6817042606516,0.9169077633606346,0.8315436007908172,0.9697243107769424,0.18709273182957395,0.0,0.11585396056490745,0.9405048076923077,0.7368255876068376,0.9669471153846154,0.5190638354700855,0.8143028846153846,0.11585396056490745,0.0528165474163078,kNN,0.0,brightness_0.1,brightness,vit,brightness
1,Detector Tree,350.5,1178.9383831914117,1021.3333333333334,0.9274413406201131,0.8416252825472951,0.9697243107769424,0.18709273182957395,0.0,0.11585396056490745,0.9405048076923077,0.7368255876068376,0.9669471153846154,0.5190638354700855,0.8143028846153846,0.11585396056490745,0.04228297015682926,kNN,0.0,brightness_0.1,brightness,vit,brightness
0,Base Tree,350.5,1153.4551554973107,855.1503759398496,0.9150073515578179,0.8227682999211743,0.9639097744360902,0.1981704260651629,0.09659147869674185,0.1251843763138441,0.9405048076923077,0.7368255876068376,0.9669471153846154,0.5190638354700855,0.8143028846153846,0.029295849488518422,0.04890242287827228,kNN,0.1,brightness_0.1,brightness,vit,brightness
1,Detector Tree,350.5,1182.9703532662932,1070.31679197995,0.925470930432914,0.8327435894324339,0.9639097744360902,0.1981704260651629,0.09659147869674185,0.1251843763138441,0.9405048076923077,0.7368255876068376,0.9669471153846154,0.5190638354700855,0.8143028846153846,0.029295849488518422,0.03843884400317632,kNN,0.1,brightness_0.1,brightness,vit,brightness
0,Base Tree,350.5,1160.2157118350776,870.438596491228,0.9138990636335939,0.8176506933209392,0.9614035087719297,0.20065162907268172,0.21348370927318297,0.13062571649454122,0.9405048076923077,0.7368255876068376,0.9669471153846154,0.5190638354700855,0.8143028846153846,0.06937428350545878,0.047504445138335995,kNN,0.2,brightness_0.1,brightness,vit,brightness
1,Detector Tree,350.5,1185.321729814366,1088.6320802005014,0.9243218206383922,0.8275639366796588,0.9614035087719297,0.20065162907268172,0.21348370927318297,0.13062571649454122,0.9405048076923077,0.7368255876068376,0.9669471153846154,0.5190638354700855,0.8143028846153846,0.06937428350545878,0.037081688133537544,kNN,0.2,brightness_0.1,brightness,vit,brightness
0,Base Tree,350.5,1127.7845177672193,894.2882205513785,0.9192156528250459,0.8422004617901405,0.9574937343358395,0.19671679197994987,0.298671679197995,0.10452295947680912,0.9405048076923077,0.7368255876068376,0.9669471153846154,0.5190638354700855,0.8143028846153846,0.19547704052319093,0.03827808151079356,kNN,0.30000000000000004,brightness_0.1,brightness,vit,brightness
1,Detector Tree,350.5,1174.04189641794,1106.152380952381,0.9298342372043513,0.8524113479335154,0.9574937343358395,0.19671679197994987,0.298671679197995,0.10452295947680912,0.9405048076923077,0.7368255876068376,0.9669471153846154,0.5190638354700855,0.8143028846153846,0.19547704052319093,0.027659497131488152,kNN,0.30000000000000004,brightness_0.1,brightness,vit,brightness
0,Base Tree,350.5,1123.947820513858,837.110275689223,0.9198446195878921,0.8451047652536317,0.9668671679197994,0.20401002506265667,0.3831328320802005,0.10143493330220886,0.9405048076923077,0.7368255876068376,0.9669471153846154,0.5190638354700855,0.8143028846153846,0.29856506669779115,0.04702254833190736,kNN,0.4,brightness_0.1,brightness,vit,brightness
1,Detector Tree,350.5,1172.707461869527,1069.185463659148,0.9304863708708994,0.8553508633368438,0.9668671679197994,0.20401002506265667,0.3831328320802005,0.10143493330220886,0.9405048076923077,0.7368255876068376,0.9669471153846154,0.5190638354700855,0.8143028846153846,0.29856506669779115,0.03638079704890019,kNN,0.4,brightness_0.1,brightness,vit,brightness
0,Base Tree,350.5,1134.5797159055314,827.6315789473684,0.9181016859171259,0.8370566320363282,0.9684210526315788,0.20586466165413533,0.4745864661654135,0.10999218165594248,0.9405048076923077,0.7368255876068376,0.9669471153846154,0.5190638354700855,0.8143028846153846,0.3900078183440575,0.05031936671445295,kNN,0.5,brightness_0.1,brightness,vit,brightness
1,Detector Tree,350.5,1176.405321666344,1061.9694235588972,0.928679239250584,0.8472051540961623,0.9684210526315788,0.20586466165413533,0.4745864661654135,0.10999218165594248,0.9405048076923077,0.7368255876068376,0.9669471153846154,0.5190638354700855,0.8143028846153846,0.3900078183440575,0.039741813380994834,kNN,0.5,brightness_0.1,brightness,vit,brightness
0,Base Tree,350.5,1156.6551623950525,799.9598997493734,0.9144827602631062,0.8203459583855824,0.9729573934837092,0.18025062656641605,0.6168671679197995,0.12775995223411551,0.9405048076923077,0.7368255876068376,0.9669471153846154,0.5190638354700855,0.8143028846153846,0.4722400477658846,0.05847463322060313,kNN,0.6000000000000001,brightness_0.1,brightness,vit,brightness
