Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,bias,k,tpr,tnr,ba
NICO,Energy,val_optimal,True,False,grass,grass,Synthetic,0,0.9012485811577753,0.17884130982367763,0.5400449454907265
NICO,Energy,val_optimal,True,False,grass,grass,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,True,False,grass,autumn,Unbiased,0,0.09759188846641319,0.9338103756708408,0.515701132068627
NICO,Energy,val_optimal,True,False,grass,autumn,Class,0,0.9787685774946921,0.09523809523809523,0.5370033363663937
NICO,Energy,val_optimal,True,False,grass,autumn,Synthetic,0,0.7682926829268293,0.27802690582959644,0.5231597943782129
NICO,Energy,val_optimal,True,False,grass,autumn,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,True,False,autumn,outdoor,Unbiased,0,0.6404602109300096,1.0,0.8202301054650047
NICO,Energy,val_optimal,True,False,autumn,outdoor,Class,0,0.8825794032723773,0.21035598705501624,0.5464676951636968
NICO,Energy,val_optimal,True,False,autumn,outdoor,Synthetic,0,0.9478908188585607,0.2016460905349794,0.5747684546967701
NICO,Energy,val_optimal,True,False,autumn,outdoor,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,True,False,autumn,water,Unbiased,0,0.47074468085106386,0.6501901140684411,0.5604673974597525
NICO,Energy,val_optimal,True,False,autumn,water,Class,0,0.9939759036144579,0.09963099630996308,0.5468034499622105
NICO,Energy,val_optimal,True,False,autumn,water,Synthetic,0,0.946257197696737,0.19758064516129037,0.5719189214290137
NICO,Energy,val_optimal,True,False,autumn,water,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,True,False,autumn,rock,Unbiased,0,0.6247139588100686,0.4969879518072289,0.5608509553086487
NICO,Energy,val_optimal,True,False,autumn,rock,Class,0,0.9797619047619047,0.10320284697508897,0.5414823758684968
NICO,Energy,val_optimal,True,False,autumn,rock,Synthetic,0,0.9348127600554785,0.16500000000000004,0.5499063800277393
NICO,Energy,val_optimal,True,False,autumn,rock,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,True,False,autumn,grass,Unbiased,0,0.6703910614525139,0.53125,0.600820530726257
NICO,Energy,val_optimal,True,False,autumn,grass,Class,0,0.9979381443298969,0.16770186335403725,0.5828200038419671
NICO,Energy,val_optimal,True,False,autumn,grass,Synthetic,0,0.9012485811577753,0.17884130982367763,0.5400449454907265
NICO,Energy,val_optimal,True,False,autumn,grass,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,True,False,autumn,autumn,Unbiased,0,0.09759188846641319,0.9338103756708408,0.515701132068627
NICO,Energy,val_optimal,True,False,autumn,autumn,Class,0,0.9787685774946921,0.09523809523809523,0.5370033363663937
NICO,Energy,val_optimal,True,False,autumn,autumn,Synthetic,0,0.7682926829268293,0.27802690582959644,0.5231597943782129
NICO,Energy,val_optimal,True,False,autumn,autumn,Temporal,0,0.0,1.0,0.5
NICO,Energy,ind_span,True,False,outdoor,outdoor,Unbiased,0,0.6404602109300096,1.0,0.8202301054650047
NICO,Energy,ind_span,True,False,outdoor,outdoor,Class,0,0.8825794032723773,0.21035598705501624,0.5464676951636968
NICO,Energy,ind_span,True,False,outdoor,outdoor,Synthetic,0,0.9478908188585607,0.2016460905349794,0.5747684546967701
NICO,Energy,ind_span,True,False,outdoor,outdoor,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,outdoor,water,Unbiased,0,0.47074468085106386,0.6501901140684411,0.5604673974597525
NICO,Energy,ind_span,True,False,outdoor,water,Class,0,0.9939759036144579,0.09963099630996308,0.5468034499622105
NICO,Energy,ind_span,True,False,outdoor,water,Synthetic,0,0.946257197696737,0.19758064516129037,0.5719189214290137
NICO,Energy,ind_span,True,False,outdoor,water,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,outdoor,rock,Unbiased,0,0.6247139588100686,0.4969879518072289,0.5608509553086487
NICO,Energy,ind_span,True,False,outdoor,rock,Class,0,0.9797619047619047,0.10320284697508897,0.5414823758684968
NICO,Energy,ind_span,True,False,outdoor,rock,Synthetic,0,0.9348127600554785,0.16500000000000004,0.5499063800277393
NICO,Energy,ind_span,True,False,outdoor,rock,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,outdoor,grass,Unbiased,0,0.6703910614525139,0.53125,0.600820530726257
NICO,Energy,ind_span,True,False,outdoor,grass,Class,0,0.9979381443298969,0.16770186335403725,0.5828200038419671
NICO,Energy,ind_span,True,False,outdoor,grass,Synthetic,0,0.9012485811577753,0.17884130982367763,0.5400449454907265
NICO,Energy,ind_span,True,False,outdoor,grass,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,outdoor,autumn,Unbiased,0,0.09759188846641319,0.9338103756708408,0.515701132068627
NICO,Energy,ind_span,True,False,outdoor,autumn,Class,0,0.9787685774946921,0.09523809523809523,0.5370033363663937
NICO,Energy,ind_span,True,False,outdoor,autumn,Synthetic,0,0.7682926829268293,0.27802690582959644,0.5231597943782129
NICO,Energy,ind_span,True,False,outdoor,autumn,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,water,outdoor,Unbiased,0,0.6404602109300096,1.0,0.8202301054650047
NICO,Energy,ind_span,True,False,water,outdoor,Class,0,0.8825794032723773,0.21035598705501624,0.5464676951636968
NICO,Energy,ind_span,True,False,water,outdoor,Synthetic,0,0.9478908188585607,0.2016460905349794,0.5747684546967701
NICO,Energy,ind_span,True,False,water,outdoor,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,water,water,Unbiased,0,0.47074468085106386,0.6501901140684411,0.5604673974597525
NICO,Energy,ind_span,True,False,water,water,Class,0,0.9939759036144579,0.09963099630996308,0.5468034499622105
NICO,Energy,ind_span,True,False,water,water,Synthetic,0,0.946257197696737,0.19758064516129037,0.5719189214290137
NICO,Energy,ind_span,True,False,water,water,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,water,rock,Unbiased,0,0.6247139588100686,0.4969879518072289,0.5608509553086487
NICO,Energy,ind_span,True,False,water,rock,Class,0,0.9797619047619047,0.10320284697508897,0.5414823758684968
NICO,Energy,ind_span,True,False,water,rock,Synthetic,0,0.9348127600554785,0.16500000000000004,0.5499063800277393
NICO,Energy,ind_span,True,False,water,rock,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,water,grass,Unbiased,0,0.6703910614525139,0.53125,0.600820530726257
NICO,Energy,ind_span,True,False,water,grass,Class,0,0.9979381443298969,0.16770186335403725,0.5828200038419671
NICO,Energy,ind_span,True,False,water,grass,Synthetic,0,0.9012485811577753,0.17884130982367763,0.5400449454907265
NICO,Energy,ind_span,True,False,water,grass,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,water,autumn,Unbiased,0,0.09759188846641319,0.9338103756708408,0.515701132068627
NICO,Energy,ind_span,True,False,water,autumn,Class,0,0.9787685774946921,0.09523809523809523,0.5370033363663937
NICO,Energy,ind_span,True,False,water,autumn,Synthetic,0,0.7682926829268293,0.27802690582959644,0.5231597943782129
NICO,Energy,ind_span,True,False,water,autumn,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,rock,outdoor,Unbiased,0,0.6404602109300096,1.0,0.8202301054650047
NICO,Energy,ind_span,True,False,rock,outdoor,Class,0,0.8825794032723773,0.21035598705501624,0.5464676951636968
NICO,Energy,ind_span,True,False,rock,outdoor,Synthetic,0,0.9478908188585607,0.2016460905349794,0.5747684546967701
NICO,Energy,ind_span,True,False,rock,outdoor,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,rock,water,Unbiased,0,0.47074468085106386,0.6501901140684411,0.5604673974597525
NICO,Energy,ind_span,True,False,rock,water,Class,0,0.9939759036144579,0.09963099630996308,0.5468034499622105
NICO,Energy,ind_span,True,False,rock,water,Synthetic,0,0.946257197696737,0.19758064516129037,0.5719189214290137
NICO,Energy,ind_span,True,False,rock,water,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,rock,rock,Unbiased,0,0.6247139588100686,0.4969879518072289,0.5608509553086487
NICO,Energy,ind_span,True,False,rock,rock,Class,0,0.9797619047619047,0.10320284697508897,0.5414823758684968
NICO,Energy,ind_span,True,False,rock,rock,Synthetic,0,0.9348127600554785,0.16500000000000004,0.5499063800277393
NICO,Energy,ind_span,True,False,rock,rock,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,rock,grass,Unbiased,0,0.6703910614525139,0.53125,0.600820530726257
NICO,Energy,ind_span,True,False,rock,grass,Class,0,0.9979381443298969,0.16770186335403725,0.5828200038419671
NICO,Energy,ind_span,True,False,rock,grass,Synthetic,0,0.9012485811577753,0.17884130982367763,0.5400449454907265
NICO,Energy,ind_span,True,False,rock,grass,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,rock,autumn,Unbiased,0,0.09759188846641319,0.9338103756708408,0.515701132068627
NICO,Energy,ind_span,True,False,rock,autumn,Class,0,0.9787685774946921,0.09523809523809523,0.5370033363663937
NICO,Energy,ind_span,True,False,rock,autumn,Synthetic,0,0.7682926829268293,0.27802690582959644,0.5231597943782129
NICO,Energy,ind_span,True,False,rock,autumn,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,grass,outdoor,Unbiased,0,0.6404602109300096,1.0,0.8202301054650047
NICO,Energy,ind_span,True,False,grass,outdoor,Class,0,0.8825794032723773,0.21035598705501624,0.5464676951636968
NICO,Energy,ind_span,True,False,grass,outdoor,Synthetic,0,0.9478908188585607,0.2016460905349794,0.5747684546967701
NICO,Energy,ind_span,True,False,grass,outdoor,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,grass,water,Unbiased,0,0.47074468085106386,0.6501901140684411,0.5604673974597525
NICO,Energy,ind_span,True,False,grass,water,Class,0,0.9939759036144579,0.09963099630996308,0.5468034499622105
NICO,Energy,ind_span,True,False,grass,water,Synthetic,0,0.946257197696737,0.19758064516129037,0.5719189214290137
NICO,Energy,ind_span,True,False,grass,water,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,grass,rock,Unbiased,0,0.6247139588100686,0.4969879518072289,0.5608509553086487
NICO,Energy,ind_span,True,False,grass,rock,Class,0,0.9797619047619047,0.10320284697508897,0.5414823758684968
NICO,Energy,ind_span,True,False,grass,rock,Synthetic,0,0.9348127600554785,0.16500000000000004,0.5499063800277393
NICO,Energy,ind_span,True,False,grass,rock,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,grass,grass,Unbiased,0,0.6703910614525139,0.53125,0.600820530726257
NICO,Energy,ind_span,True,False,grass,grass,Class,0,0.9979381443298969,0.16770186335403725,0.5828200038419671
NICO,Energy,ind_span,True,False,grass,grass,Synthetic,0,0.9012485811577753,0.17884130982367763,0.5400449454907265
NICO,Energy,ind_span,True,False,grass,grass,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,grass,autumn,Unbiased,0,0.09759188846641319,0.9338103756708408,0.515701132068627
NICO,Energy,ind_span,True,False,grass,autumn,Class,0,0.9787685774946921,0.09523809523809523,0.5370033363663937
NICO,Energy,ind_span,True,False,grass,autumn,Synthetic,0,0.7682926829268293,0.27802690582959644,0.5231597943782129
NICO,Energy,ind_span,True,False,grass,autumn,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,autumn,outdoor,Unbiased,0,0.6404602109300096,1.0,0.8202301054650047
NICO,Energy,ind_span,True,False,autumn,outdoor,Class,0,0.8825794032723773,0.21035598705501624,0.5464676951636968
NICO,Energy,ind_span,True,False,autumn,outdoor,Synthetic,0,0.9478908188585607,0.2016460905349794,0.5747684546967701
NICO,Energy,ind_span,True,False,autumn,outdoor,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,autumn,water,Unbiased,0,0.47074468085106386,0.6501901140684411,0.5604673974597525
NICO,Energy,ind_span,True,False,autumn,water,Class,0,0.9939759036144579,0.09963099630996308,0.5468034499622105
NICO,Energy,ind_span,True,False,autumn,water,Synthetic,0,0.946257197696737,0.19758064516129037,0.5719189214290137
NICO,Energy,ind_span,True,False,autumn,water,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,autumn,rock,Unbiased,0,0.6247139588100686,0.4969879518072289,0.5608509553086487
NICO,Energy,ind_span,True,False,autumn,rock,Class,0,0.9797619047619047,0.10320284697508897,0.5414823758684968
NICO,Energy,ind_span,True,False,autumn,rock,Synthetic,0,0.9348127600554785,0.16500000000000004,0.5499063800277393
NICO,Energy,ind_span,True,False,autumn,rock,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,autumn,grass,Unbiased,0,0.6703910614525139,0.53125,0.600820530726257
NICO,Energy,ind_span,True,False,autumn,grass,Class,0,0.9979381443298969,0.16770186335403725,0.5828200038419671
NICO,Energy,ind_span,True,False,autumn,grass,Synthetic,0,0.9012485811577753,0.17884130982367763,0.5400449454907265
NICO,Energy,ind_span,True,False,autumn,grass,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,True,False,autumn,autumn,Unbiased,0,0.09759188846641319,0.9338103756708408,0.515701132068627
NICO,Energy,ind_span,True,False,autumn,autumn,Class,0,0.9787685774946921,0.09523809523809523,0.5370033363663937
NICO,Energy,ind_span,True,False,autumn,autumn,Synthetic,0,0.7682926829268293,0.27802690582959644,0.5231597943782129
NICO,Energy,ind_span,True,False,autumn,autumn,Temporal,0,1.0,0.0,0.5
NICO,Energy,val_optimal,False,False,outdoor,outdoor,Unbiased,0,0.6404602109300096,1.0,0.8202301054650047
NICO,Energy,val_optimal,False,False,outdoor,outdoor,Class,0,0.8740157480314961,0.34615384615384615,0.610084797092671
NICO,Energy,val_optimal,False,False,outdoor,outdoor,Synthetic,0,0.9507042253521126,0.5384615384615384,0.7445828819068255
NICO,Energy,val_optimal,False,False,outdoor,outdoor,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,outdoor,water,Unbiased,0,0.4483333333333333,1.0,0.7241666666666666
NICO,Energy,val_optimal,False,False,outdoor,water,Class,0,0.9956584659913169,0.34615384615384615,0.6709061560725815
NICO,Energy,val_optimal,False,False,outdoor,water,Synthetic,0,0.9493487698986975,0.5384615384615384,0.743905154180118
NICO,Energy,val_optimal,False,False,outdoor,water,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,outdoor,rock,Unbiased,0,0.6367583212735166,1.0,0.8183791606367583
NICO,Energy,val_optimal,False,False,outdoor,rock,Class,0,0.9817833173537871,0.34615384615384615,0.6639685817538166
NICO,Energy,val_optimal,False,False,outdoor,rock,Synthetic,0,0.9319271332694151,0.5384615384615384,0.7351943358654768
NICO,Energy,val_optimal,False,False,outdoor,rock,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,outdoor,grass,Unbiased,0,0.6602112676056338,1.0,0.8301056338028169
NICO,Energy,val_optimal,False,False,outdoor,grass,Class,0,0.9982394366197183,0.34615384615384615,0.6721966413867821
NICO,Energy,val_optimal,False,False,outdoor,grass,Synthetic,0,0.9033333333333333,0.5384615384615384,0.7208974358974358
NICO,Energy,val_optimal,False,False,outdoor,grass,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,outdoor,autumn,Unbiased,0,0.08976377952755905,1.0,0.5448818897637795
NICO,Energy,val_optimal,False,False,outdoor,autumn,Class,0,0.9791666666666666,0.34615384615384615,0.6626602564102564
NICO,Energy,val_optimal,False,False,outdoor,autumn,Synthetic,0,0.7708661417322835,0.5384615384615384,0.6546638400969109
NICO,Energy,val_optimal,False,False,outdoor,autumn,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,water,outdoor,Unbiased,0,0.6404602109300096,1.0,0.8202301054650047
NICO,Energy,val_optimal,False,False,water,outdoor,Class,0,0.8740157480314961,0.34615384615384615,0.610084797092671
NICO,Energy,val_optimal,False,False,water,outdoor,Synthetic,0,0.9507042253521126,0.5384615384615384,0.7445828819068255
NICO,Energy,val_optimal,False,False,water,outdoor,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,water,water,Unbiased,0,0.4483333333333333,1.0,0.7241666666666666
NICO,Energy,val_optimal,False,False,water,water,Class,0,0.9956584659913169,0.34615384615384615,0.6709061560725815
NICO,Energy,val_optimal,False,False,water,water,Synthetic,0,0.9493487698986975,0.5384615384615384,0.743905154180118
NICO,Energy,val_optimal,False,False,water,water,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,water,rock,Unbiased,0,0.6367583212735166,1.0,0.8183791606367583
NICO,Energy,val_optimal,False,False,water,rock,Class,0,0.9817833173537871,0.34615384615384615,0.6639685817538166
NICO,Energy,val_optimal,False,False,water,rock,Synthetic,0,0.9319271332694151,0.5384615384615384,0.7351943358654768
NICO,Energy,val_optimal,False,False,water,rock,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,water,grass,Unbiased,0,0.6602112676056338,1.0,0.8301056338028169
NICO,Energy,val_optimal,False,False,water,grass,Class,0,0.9982394366197183,0.34615384615384615,0.6721966413867821
NICO,Energy,val_optimal,False,False,water,grass,Synthetic,0,0.9033333333333333,0.5384615384615384,0.7208974358974358
NICO,Energy,val_optimal,False,False,water,grass,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,water,autumn,Unbiased,0,0.08976377952755905,1.0,0.5448818897637795
NICO,Energy,val_optimal,False,False,water,autumn,Class,0,0.9791666666666666,0.34615384615384615,0.6626602564102564
NICO,Energy,val_optimal,False,False,water,autumn,Synthetic,0,0.7708661417322835,0.5384615384615384,0.6546638400969109
NICO,Energy,val_optimal,False,False,water,autumn,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,rock,outdoor,Unbiased,0,0.6404602109300096,1.0,0.8202301054650047
NICO,Energy,val_optimal,False,False,rock,outdoor,Class,0,0.8740157480314961,0.34615384615384615,0.610084797092671
NICO,Energy,val_optimal,False,False,rock,outdoor,Synthetic,0,0.9507042253521126,0.5384615384615384,0.7445828819068255
NICO,Energy,val_optimal,False,False,rock,outdoor,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,rock,water,Unbiased,0,0.4483333333333333,1.0,0.7241666666666666
NICO,Energy,val_optimal,False,False,rock,water,Class,0,0.9956584659913169,0.34615384615384615,0.6709061560725815
NICO,Energy,val_optimal,False,False,rock,water,Synthetic,0,0.9493487698986975,0.5384615384615384,0.743905154180118
NICO,Energy,val_optimal,False,False,rock,water,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,rock,rock,Unbiased,0,0.6367583212735166,1.0,0.8183791606367583
NICO,Energy,val_optimal,False,False,rock,rock,Class,0,0.9817833173537871,0.34615384615384615,0.6639685817538166
NICO,Energy,val_optimal,False,False,rock,rock,Synthetic,0,0.9319271332694151,0.5384615384615384,0.7351943358654768
NICO,Energy,val_optimal,False,False,rock,rock,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,rock,grass,Unbiased,0,0.6602112676056338,1.0,0.8301056338028169
NICO,Energy,val_optimal,False,False,rock,grass,Class,0,0.9982394366197183,0.34615384615384615,0.6721966413867821
NICO,Energy,val_optimal,False,False,rock,grass,Synthetic,0,0.9033333333333333,0.5384615384615384,0.7208974358974358
NICO,Energy,val_optimal,False,False,rock,grass,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,rock,autumn,Unbiased,0,0.08976377952755905,1.0,0.5448818897637795
NICO,Energy,val_optimal,False,False,rock,autumn,Class,0,0.9791666666666666,0.34615384615384615,0.6626602564102564
NICO,Energy,val_optimal,False,False,rock,autumn,Synthetic,0,0.7708661417322835,0.5384615384615384,0.6546638400969109
NICO,Energy,val_optimal,False,False,rock,autumn,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,grass,outdoor,Unbiased,0,0.6404602109300096,1.0,0.8202301054650047
NICO,Energy,val_optimal,False,False,grass,outdoor,Class,0,0.8740157480314961,0.34615384615384615,0.610084797092671
NICO,Energy,val_optimal,False,False,grass,outdoor,Synthetic,0,0.9507042253521126,0.5384615384615384,0.7445828819068255
NICO,Energy,val_optimal,False,False,grass,outdoor,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,grass,water,Unbiased,0,0.4483333333333333,1.0,0.7241666666666666
NICO,Energy,val_optimal,False,False,grass,water,Class,0,0.9956584659913169,0.34615384615384615,0.6709061560725815
NICO,Energy,val_optimal,False,False,grass,water,Synthetic,0,0.9493487698986975,0.5384615384615384,0.743905154180118
NICO,Energy,val_optimal,False,False,grass,water,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,grass,rock,Unbiased,0,0.6367583212735166,1.0,0.8183791606367583
NICO,Energy,val_optimal,False,False,grass,rock,Class,0,0.9817833173537871,0.34615384615384615,0.6639685817538166
NICO,Energy,val_optimal,False,False,grass,rock,Synthetic,0,0.9319271332694151,0.5384615384615384,0.7351943358654768
NICO,Energy,val_optimal,False,False,grass,rock,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,grass,grass,Unbiased,0,0.6602112676056338,1.0,0.8301056338028169
NICO,Energy,val_optimal,False,False,grass,grass,Class,0,0.9982394366197183,0.34615384615384615,0.6721966413867821
NICO,Energy,val_optimal,False,False,grass,grass,Synthetic,0,0.9033333333333333,0.5384615384615384,0.7208974358974358
NICO,Energy,val_optimal,False,False,grass,grass,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,grass,autumn,Unbiased,0,0.08976377952755905,1.0,0.5448818897637795
NICO,Energy,val_optimal,False,False,grass,autumn,Class,0,0.9791666666666666,0.34615384615384615,0.6626602564102564
NICO,Energy,val_optimal,False,False,grass,autumn,Synthetic,0,0.7708661417322835,0.5384615384615384,0.6546638400969109
NICO,Energy,val_optimal,False,False,grass,autumn,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,autumn,outdoor,Unbiased,0,0.6404602109300096,1.0,0.8202301054650047
NICO,Energy,val_optimal,False,False,autumn,outdoor,Class,0,0.8740157480314961,0.34615384615384615,0.610084797092671
NICO,Energy,val_optimal,False,False,autumn,outdoor,Synthetic,0,0.9507042253521126,0.5384615384615384,0.7445828819068255
NICO,Energy,val_optimal,False,False,autumn,outdoor,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,autumn,water,Unbiased,0,0.4483333333333333,1.0,0.7241666666666666
NICO,Energy,val_optimal,False,False,autumn,water,Class,0,0.9956584659913169,0.34615384615384615,0.6709061560725815
NICO,Energy,val_optimal,False,False,autumn,water,Synthetic,0,0.9493487698986975,0.5384615384615384,0.743905154180118
NICO,Energy,val_optimal,False,False,autumn,water,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,autumn,rock,Unbiased,0,0.6367583212735166,1.0,0.8183791606367583
NICO,Energy,val_optimal,False,False,autumn,rock,Class,0,0.9817833173537871,0.34615384615384615,0.6639685817538166
NICO,Energy,val_optimal,False,False,autumn,rock,Synthetic,0,0.9319271332694151,0.5384615384615384,0.7351943358654768
NICO,Energy,val_optimal,False,False,autumn,rock,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,autumn,grass,Unbiased,0,0.6602112676056338,1.0,0.8301056338028169
NICO,Energy,val_optimal,False,False,autumn,grass,Class,0,0.9982394366197183,0.34615384615384615,0.6721966413867821
NICO,Energy,val_optimal,False,False,autumn,grass,Synthetic,0,0.9033333333333333,0.5384615384615384,0.7208974358974358
NICO,Energy,val_optimal,False,False,autumn,grass,Temporal,0,0.0,1.0,0.5
NICO,Energy,val_optimal,False,False,autumn,autumn,Unbiased,0,0.08976377952755905,1.0,0.5448818897637795
NICO,Energy,val_optimal,False,False,autumn,autumn,Class,0,0.9791666666666666,0.34615384615384615,0.6626602564102564
NICO,Energy,val_optimal,False,False,autumn,autumn,Synthetic,0,0.7708661417322835,0.5384615384615384,0.6546638400969109
NICO,Energy,val_optimal,False,False,autumn,autumn,Temporal,0,0.0,1.0,0.5
NICO,Energy,ind_span,False,False,outdoor,outdoor,Unbiased,0,0.6404602109300096,1.0,0.8202301054650047
NICO,Energy,ind_span,False,False,outdoor,outdoor,Class,0,0.8740157480314961,0.34615384615384615,0.610084797092671
NICO,Energy,ind_span,False,False,outdoor,outdoor,Synthetic,0,0.9507042253521126,0.5384615384615384,0.7445828819068255
NICO,Energy,ind_span,False,False,outdoor,outdoor,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,False,False,outdoor,water,Unbiased,0,0.4483333333333333,1.0,0.7241666666666666
NICO,Energy,ind_span,False,False,outdoor,water,Class,0,0.9956584659913169,0.34615384615384615,0.6709061560725815
NICO,Energy,ind_span,False,False,outdoor,water,Synthetic,0,0.9493487698986975,0.5384615384615384,0.743905154180118
NICO,Energy,ind_span,False,False,outdoor,water,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,False,False,outdoor,rock,Unbiased,0,0.6367583212735166,1.0,0.8183791606367583
NICO,Energy,ind_span,False,False,outdoor,rock,Class,0,0.9817833173537871,0.34615384615384615,0.6639685817538166
NICO,Energy,ind_span,False,False,outdoor,rock,Synthetic,0,0.9319271332694151,0.5384615384615384,0.7351943358654768
NICO,Energy,ind_span,False,False,outdoor,rock,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,False,False,outdoor,grass,Unbiased,0,0.6602112676056338,1.0,0.8301056338028169
NICO,Energy,ind_span,False,False,outdoor,grass,Class,0,0.9982394366197183,0.34615384615384615,0.6721966413867821
NICO,Energy,ind_span,False,False,outdoor,grass,Synthetic,0,0.9033333333333333,0.5384615384615384,0.7208974358974358
NICO,Energy,ind_span,False,False,outdoor,grass,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,False,False,outdoor,autumn,Unbiased,0,0.08976377952755905,1.0,0.5448818897637795
NICO,Energy,ind_span,False,False,outdoor,autumn,Class,0,0.9791666666666666,0.34615384615384615,0.6626602564102564
NICO,Energy,ind_span,False,False,outdoor,autumn,Synthetic,0,0.7708661417322835,0.5384615384615384,0.6546638400969109
NICO,Energy,ind_span,False,False,outdoor,autumn,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,False,False,water,outdoor,Unbiased,0,0.6404602109300096,1.0,0.8202301054650047
NICO,Energy,ind_span,False,False,water,outdoor,Class,0,0.8740157480314961,0.34615384615384615,0.610084797092671
NICO,Energy,ind_span,False,False,water,outdoor,Synthetic,0,0.9507042253521126,0.5384615384615384,0.7445828819068255
NICO,Energy,ind_span,False,False,water,outdoor,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,False,False,water,water,Unbiased,0,0.4483333333333333,1.0,0.7241666666666666
NICO,Energy,ind_span,False,False,water,water,Class,0,0.9956584659913169,0.34615384615384615,0.6709061560725815
NICO,Energy,ind_span,False,False,water,water,Synthetic,0,0.9493487698986975,0.5384615384615384,0.743905154180118
NICO,Energy,ind_span,False,False,water,water,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,False,False,water,rock,Unbiased,0,0.6367583212735166,1.0,0.8183791606367583
NICO,Energy,ind_span,False,False,water,rock,Class,0,0.9817833173537871,0.34615384615384615,0.6639685817538166
NICO,Energy,ind_span,False,False,water,rock,Synthetic,0,0.9319271332694151,0.5384615384615384,0.7351943358654768
NICO,Energy,ind_span,False,False,water,rock,Temporal,0,1.0,0.0,0.5
NICO,Energy,ind_span,False,False,water,grass,Unbiased,0,0.6602112676056338,1.0,0.8301056338028169
