Dataset,feature_name,OoD Val Fold,OoD Test Fold,tpr,tnr,ba,bias,k,batch_size,OOD==f(x)==y
NICO,Typicality,water,water,0.6301587301587301,0.1923076923076923,0.4112332112332112,Temporal,5,8,False
NICO,Typicality,water,rock,0.471213244378552,0.7692307692307692,0.6202220068046606,Unbiased,5,8,False
NICO,Typicality,water,rock,0.471213244378552,0.1923076923076923,0.3317604683431221,Class,5,8,False
NICO,Typicality,water,rock,0.471213244378552,0.2948717948717948,0.38304251962517344,Synthetic,5,8,False
NICO,Typicality,water,rock,0.471213244378552,0.1923076923076923,0.3317604683431221,Temporal,5,8,False
NICO,Typicality,water,grass,0.38097999420121775,0.7692307692307692,0.5751053817159935,Unbiased,5,8,False
NICO,Typicality,water,grass,0.38097999420121775,0.1923076923076923,0.286643843254455,Class,5,8,False
NICO,Typicality,water,grass,0.38097999420121775,0.2948717948717948,0.3379258945365063,Synthetic,5,8,False
NICO,Typicality,water,grass,0.38097999420121775,0.1923076923076923,0.286643843254455,Temporal,5,8,False
NICO,Typicality,water,autumn,0.5024189646831156,0.7692307692307692,0.6358248669569424,Unbiased,5,8,False
NICO,Typicality,water,autumn,0.5024189646831156,0.1923076923076923,0.34736332849540397,Class,5,8,False
NICO,Typicality,water,autumn,0.5024189646831156,0.2948717948717948,0.39864537977745523,Synthetic,5,8,False
NICO,Typicality,water,autumn,0.5024189646831156,0.1923076923076923,0.34736332849540397,Temporal,5,8,False
NICO,Typicality,rock,outdoor,0.6736304549675023,0.7051282051282051,0.6893793300478537,Unbiased,5,8,False
NICO,Typicality,rock,outdoor,0.6736304549675023,0.02564102564102566,0.349635740304264,Class,5,8,False
NICO,Typicality,rock,outdoor,0.6736304549675023,0.02564102564102566,0.349635740304264,Synthetic,5,8,False
NICO,Typicality,rock,outdoor,0.6736304549675023,0.0,0.33681522748375115,Temporal,5,8,False
NICO,Typicality,rock,water,0.8873015873015873,0.7051282051282051,0.7962148962148962,Unbiased,5,8,False
NICO,Typicality,rock,water,0.8873015873015873,0.02564102564102566,0.45647130647130646,Class,5,8,False
NICO,Typicality,rock,water,0.8873015873015873,0.02564102564102566,0.45647130647130646,Synthetic,5,8,False
NICO,Typicality,rock,water,0.8873015873015873,0.0,0.44365079365079363,Temporal,5,8,False
NICO,Typicality,rock,rock,0.7343711391153941,0.7051282051282051,0.7197496721217995,Unbiased,5,8,False
NICO,Typicality,rock,rock,0.7343711391153941,0.02564102564102566,0.3800060823782099,Class,5,8,False
NICO,Typicality,rock,rock,0.7343711391153941,0.02564102564102566,0.3800060823782099,Synthetic,5,8,False
NICO,Typicality,rock,rock,0.7343711391153941,0.0,0.36718556955769704,Temporal,5,8,False
NICO,Typicality,rock,grass,0.6558422731226442,0.7051282051282051,0.6804852391254246,Unbiased,5,8,False
NICO,Typicality,rock,grass,0.6558422731226442,0.02564102564102566,0.34074164938183493,Class,5,8,False
NICO,Typicality,rock,grass,0.6558422731226442,0.02564102564102566,0.34074164938183493,Synthetic,5,8,False
NICO,Typicality,rock,grass,0.6558422731226442,0.0,0.3279211365613221,Temporal,5,8,False
NICO,Typicality,rock,autumn,0.7905176584421868,0.7051282051282051,0.7478229317851959,Unbiased,5,8,False
NICO,Typicality,rock,autumn,0.7905176584421868,0.02564102564102566,0.40807934204160623,Class,5,8,False
NICO,Typicality,rock,autumn,0.7905176584421868,0.02564102564102566,0.40807934204160623,Synthetic,5,8,False
NICO,Typicality,rock,autumn,0.7905176584421868,0.0,0.3952588292210934,Temporal,5,8,False
NICO,Typicality,grass,outdoor,0.9292014856081708,0.2692307692307693,0.5992161274194701,Unbiased,5,8,False
NICO,Typicality,grass,outdoor,0.9292014856081708,0.0,0.4646007428040854,Class,5,8,False
NICO,Typicality,grass,outdoor,0.9292014856081708,0.0,0.4646007428040854,Synthetic,5,8,False
NICO,Typicality,grass,outdoor,0.9292014856081708,0.0,0.4646007428040854,Temporal,5,8,False
NICO,Typicality,grass,water,0.9984126984126984,0.2692307692307693,0.6338217338217338,Unbiased,5,8,False
NICO,Typicality,grass,water,0.9984126984126984,0.0,0.4992063492063492,Class,5,8,False
NICO,Typicality,grass,water,0.9984126984126984,0.0,0.4992063492063492,Synthetic,5,8,False
NICO,Typicality,grass,water,0.9984126984126984,0.0,0.4992063492063492,Temporal,5,8,False
NICO,Typicality,grass,rock,0.9560168025698048,0.2692307692307693,0.612623785900287,Unbiased,5,8,False
NICO,Typicality,grass,rock,0.9560168025698048,0.0,0.4780084012849024,Class,5,8,False
NICO,Typicality,grass,rock,0.9560168025698048,0.0,0.4780084012849024,Synthetic,5,8,False
NICO,Typicality,grass,rock,0.9560168025698048,0.0,0.4780084012849024,Temporal,5,8,False
NICO,Typicality,grass,grass,0.921716439547695,0.2692307692307693,0.5954736043892321,Unbiased,5,8,False
NICO,Typicality,grass,grass,0.921716439547695,0.0,0.4608582197738475,Class,5,8,False
NICO,Typicality,grass,grass,0.921716439547695,0.0,0.4608582197738475,Synthetic,5,8,False
NICO,Typicality,grass,grass,0.921716439547695,0.0,0.4608582197738475,Temporal,5,8,False
NICO,Typicality,grass,autumn,0.967343976777939,0.2692307692307693,0.6182873730043541,Unbiased,5,8,False
NICO,Typicality,grass,autumn,0.967343976777939,0.0,0.4836719883889695,Class,5,8,False
NICO,Typicality,grass,autumn,0.967343976777939,0.0,0.4836719883889695,Synthetic,5,8,False
NICO,Typicality,grass,autumn,0.967343976777939,0.0,0.4836719883889695,Temporal,5,8,False
NICO,Typicality,autumn,outdoor,0.6736304549675023,0.7051282051282051,0.6893793300478537,Unbiased,5,8,False
NICO,Typicality,autumn,outdoor,0.6736304549675023,0.02564102564102566,0.349635740304264,Class,5,8,False
NICO,Typicality,autumn,outdoor,0.6736304549675023,0.02564102564102566,0.349635740304264,Synthetic,5,8,False
NICO,Typicality,autumn,outdoor,0.6736304549675023,0.0,0.33681522748375115,Temporal,5,8,False
NICO,Typicality,autumn,water,0.8873015873015873,0.7051282051282051,0.7962148962148962,Unbiased,5,8,False
NICO,Typicality,autumn,water,0.8873015873015873,0.02564102564102566,0.45647130647130646,Class,5,8,False
NICO,Typicality,autumn,water,0.8873015873015873,0.02564102564102566,0.45647130647130646,Synthetic,5,8,False
NICO,Typicality,autumn,water,0.8873015873015873,0.0,0.44365079365079363,Temporal,5,8,False
NICO,Typicality,autumn,rock,0.7343711391153941,0.7051282051282051,0.7197496721217995,Unbiased,5,8,False
NICO,Typicality,autumn,rock,0.7343711391153941,0.02564102564102566,0.3800060823782099,Class,5,8,False
NICO,Typicality,autumn,rock,0.7343711391153941,0.02564102564102566,0.3800060823782099,Synthetic,5,8,False
NICO,Typicality,autumn,rock,0.7343711391153941,0.0,0.36718556955769704,Temporal,5,8,False
NICO,Typicality,autumn,grass,0.6558422731226442,0.7051282051282051,0.6804852391254246,Unbiased,5,8,False
NICO,Typicality,autumn,grass,0.6558422731226442,0.02564102564102566,0.34074164938183493,Class,5,8,False
NICO,Typicality,autumn,grass,0.6558422731226442,0.02564102564102566,0.34074164938183493,Synthetic,5,8,False
NICO,Typicality,autumn,grass,0.6558422731226442,0.0,0.3279211365613221,Temporal,5,8,False
NICO,Typicality,autumn,autumn,0.7905176584421868,0.7051282051282051,0.7478229317851959,Unbiased,5,8,False
NICO,Typicality,autumn,autumn,0.7905176584421868,0.02564102564102566,0.40807934204160623,Class,5,8,False
NICO,Typicality,autumn,autumn,0.7905176584421868,0.02564102564102566,0.40807934204160623,Synthetic,5,8,False
NICO,Typicality,autumn,autumn,0.7905176584421868,0.0,0.3952588292210934,Temporal,5,8,False
NICO,Softmax,water,water,0.9105709699610182,1.0,0.955285484980509,Unbiased,-1,8,False
NICO,Softmax,water,water,0.9105709699610182,1.0,0.955285484980509,Class,-1,8,False
NICO,Softmax,water,water,0.9105709699610182,1.0,0.955285484980509,Synthetic,-1,8,False
NICO,Softmax,water,water,0.9105709699610182,1.0,0.955285484980509,Temporal,-1,8,False
NICO,Softmax,water,outdoor,0.8683791770857013,1.0,0.9341895885428506,Unbiased,-1,8,False
NICO,Softmax,water,outdoor,0.8683791770857013,1.0,0.9341895885428506,Class,-1,8,False
NICO,Softmax,water,outdoor,0.8683791770857013,1.0,0.9341895885428506,Synthetic,-1,8,False
NICO,Softmax,water,outdoor,0.8683791770857013,1.0,0.9341895885428506,Temporal,-1,8,False
NICO,Softmax,water,autumn,0.8979478646699944,1.0,0.9489739323349973,Unbiased,-1,8,False
NICO,Softmax,water,autumn,0.8979478646699944,1.0,0.9489739323349973,Class,-1,8,False
NICO,Softmax,water,autumn,0.8979478646699944,1.0,0.9489739323349973,Synthetic,-1,8,False
NICO,Softmax,water,autumn,0.8979478646699944,1.0,0.9489739323349973,Temporal,-1,8,False
NICO,Softmax,water,rock,0.9288114879315612,1.0,0.9644057439657806,Unbiased,-1,8,False
NICO,Softmax,water,rock,0.9288114879315612,1.0,0.9644057439657806,Class,-1,8,False
NICO,Softmax,water,rock,0.9288114879315612,1.0,0.9644057439657806,Synthetic,-1,8,False
NICO,Softmax,water,rock,0.9288114879315612,1.0,0.9644057439657806,Temporal,-1,8,False
NICO,Softmax,water,grass,0.8738764859379531,1.0,0.9369382429689765,Unbiased,-1,8,False
NICO,Softmax,water,grass,0.8738764859379531,1.0,0.9369382429689765,Class,-1,8,False
NICO,Softmax,water,grass,0.8738764859379531,1.0,0.9369382429689765,Synthetic,-1,8,False
NICO,Softmax,water,grass,0.8738764859379531,1.0,0.9369382429689765,Temporal,-1,8,False
NICO,Softmax,outdoor,water,0.8335244210043568,1.0,0.9167622105021784,Unbiased,-1,8,False
NICO,Softmax,outdoor,water,0.8335244210043568,1.0,0.9167622105021784,Class,-1,8,False
NICO,Softmax,outdoor,water,0.8335244210043568,1.0,0.9167622105021784,Synthetic,-1,8,False
NICO,Softmax,outdoor,water,0.8335244210043568,1.0,0.9167622105021784,Temporal,-1,8,False
NICO,Softmax,outdoor,outdoor,0.7906342350534212,1.0,0.8953171175267106,Unbiased,-1,8,False
NICO,Softmax,outdoor,outdoor,0.7906342350534212,1.0,0.8953171175267106,Class,-1,8,False
NICO,Softmax,outdoor,outdoor,0.7906342350534212,1.0,0.8953171175267106,Synthetic,-1,8,False
NICO,Softmax,outdoor,outdoor,0.7906342350534212,1.0,0.8953171175267106,Temporal,-1,8,False
NICO,Softmax,outdoor,autumn,0.8094841930116472,1.0,0.9047420965058236,Unbiased,-1,8,False
NICO,Softmax,outdoor,autumn,0.8094841930116472,1.0,0.9047420965058236,Class,-1,8,False
NICO,Softmax,outdoor,autumn,0.8094841930116472,1.0,0.9047420965058236,Synthetic,-1,8,False
NICO,Softmax,outdoor,autumn,0.8094841930116472,1.0,0.9047420965058236,Temporal,-1,8,False
NICO,Softmax,outdoor,rock,0.8716773602199817,1.0,0.9358386801099908,Unbiased,-1,8,False
NICO,Softmax,outdoor,rock,0.8716773602199817,1.0,0.9358386801099908,Class,-1,8,False
NICO,Softmax,outdoor,rock,0.8716773602199817,1.0,0.9358386801099908,Synthetic,-1,8,False
NICO,Softmax,outdoor,rock,0.8716773602199817,1.0,0.9358386801099908,Temporal,-1,8,False
NICO,Softmax,outdoor,grass,0.7897941432299217,1.0,0.8948970716149609,Unbiased,-1,8,False
NICO,Softmax,outdoor,grass,0.7897941432299217,1.0,0.8948970716149609,Class,-1,8,False
NICO,Softmax,outdoor,grass,0.7897941432299217,1.0,0.8948970716149609,Synthetic,-1,8,False
NICO,Softmax,outdoor,grass,0.7897941432299217,1.0,0.8948970716149609,Temporal,-1,8,False
NICO,Softmax,autumn,water,0.842467324008255,1.0,0.9212336620041275,Unbiased,-1,8,False
NICO,Softmax,autumn,water,0.842467324008255,1.0,0.9212336620041275,Class,-1,8,False
NICO,Softmax,autumn,water,0.842467324008255,1.0,0.9212336620041275,Synthetic,-1,8,False
NICO,Softmax,autumn,water,0.842467324008255,1.0,0.9212336620041275,Temporal,-1,8,False
NICO,Softmax,autumn,outdoor,0.795862696067288,1.0,0.8979313480336439,Unbiased,-1,8,False
NICO,Softmax,autumn,outdoor,0.795862696067288,1.0,0.8979313480336439,Class,-1,8,False
NICO,Softmax,autumn,outdoor,0.795862696067288,1.0,0.8979313480336439,Synthetic,-1,8,False
NICO,Softmax,autumn,outdoor,0.795862696067288,1.0,0.8979313480336439,Temporal,-1,8,False
NICO,Softmax,autumn,autumn,0.8202995008319468,1.0,0.9101497504159735,Unbiased,-1,8,False
NICO,Softmax,autumn,autumn,0.8202995008319468,1.0,0.9101497504159735,Class,-1,8,False
NICO,Softmax,autumn,autumn,0.8202995008319468,1.0,0.9101497504159735,Synthetic,-1,8,False
NICO,Softmax,autumn,autumn,0.8202995008319468,1.0,0.9101497504159735,Temporal,-1,8,False
NICO,Softmax,autumn,rock,0.8787045523984113,1.0,0.9393522761992057,Unbiased,-1,8,False
NICO,Softmax,autumn,rock,0.8787045523984113,1.0,0.9393522761992057,Class,-1,8,False
NICO,Softmax,autumn,rock,0.8787045523984113,1.0,0.9393522761992057,Synthetic,-1,8,False
NICO,Softmax,autumn,rock,0.8787045523984113,1.0,0.9393522761992057,Temporal,-1,8,False
NICO,Softmax,autumn,grass,0.7996520730646565,1.0,0.8998260365323283,Unbiased,-1,8,False
NICO,Softmax,autumn,grass,0.7996520730646565,1.0,0.8998260365323283,Class,-1,8,False
NICO,Softmax,autumn,grass,0.7996520730646565,1.0,0.8998260365323283,Synthetic,-1,8,False
NICO,Softmax,autumn,grass,0.7996520730646565,1.0,0.8998260365323283,Temporal,-1,8,False
NICO,Softmax,rock,water,0.8747993579454254,1.0,0.9373996789727127,Unbiased,-1,8,False
NICO,Softmax,rock,water,0.8747993579454254,1.0,0.9373996789727127,Class,-1,8,False
NICO,Softmax,rock,water,0.8747993579454254,1.0,0.9373996789727127,Synthetic,-1,8,False
NICO,Softmax,rock,water,0.8747993579454254,1.0,0.9373996789727127,Temporal,-1,8,False
NICO,Softmax,rock,outdoor,0.8345078426915208,1.0,0.9172539213457604,Unbiased,-1,8,False
NICO,Softmax,rock,outdoor,0.8345078426915208,1.0,0.9172539213457604,Class,-1,8,False
NICO,Softmax,rock,outdoor,0.8345078426915208,1.0,0.9172539213457604,Synthetic,-1,8,False
NICO,Softmax,rock,outdoor,0.8345078426915208,1.0,0.9172539213457604,Temporal,-1,8,False
NICO,Softmax,rock,autumn,0.8588463671658347,1.0,0.9294231835829174,Unbiased,-1,8,False
NICO,Softmax,rock,autumn,0.8588463671658347,1.0,0.9294231835829174,Class,-1,8,False
NICO,Softmax,rock,autumn,0.8588463671658347,1.0,0.9294231835829174,Synthetic,-1,8,False
NICO,Softmax,rock,autumn,0.8588463671658347,1.0,0.9294231835829174,Temporal,-1,8,False
NICO,Softmax,rock,rock,0.9080354414909869,1.0,0.9540177207454934,Unbiased,-1,8,False
NICO,Softmax,rock,rock,0.9080354414909869,1.0,0.9540177207454934,Class,-1,8,False
NICO,Softmax,rock,rock,0.9080354414909869,1.0,0.9540177207454934,Synthetic,-1,8,False
NICO,Softmax,rock,rock,0.9080354414909869,1.0,0.9540177207454934,Temporal,-1,8,False
NICO,Softmax,rock,grass,0.8318353145839373,1.0,0.9159176572919687,Unbiased,-1,8,False
NICO,Softmax,rock,grass,0.8318353145839373,1.0,0.9159176572919687,Class,-1,8,False
NICO,Softmax,rock,grass,0.8318353145839373,1.0,0.9159176572919687,Synthetic,-1,8,False
NICO,Softmax,rock,grass,0.8318353145839373,1.0,0.9159176572919687,Temporal,-1,8,False
NICO,Softmax,grass,water,0.8406328823664297,1.0,0.9203164411832149,Unbiased,-1,8,False
NICO,Softmax,grass,water,0.8406328823664297,1.0,0.9203164411832149,Class,-1,8,False
NICO,Softmax,grass,water,0.8406328823664297,1.0,0.9203164411832149,Synthetic,-1,8,False
NICO,Softmax,grass,water,0.8406328823664297,1.0,0.9203164411832149,Temporal,-1,8,False
NICO,Softmax,grass,outdoor,0.7942714253239372,1.0,0.8971357126619686,Unbiased,-1,8,False
NICO,Softmax,grass,outdoor,0.7942714253239372,1.0,0.8971357126619686,Class,-1,8,False
NICO,Softmax,grass,outdoor,0.7942714253239372,1.0,0.8971357126619686,Synthetic,-1,8,False
NICO,Softmax,grass,outdoor,0.7942714253239372,1.0,0.8971357126619686,Temporal,-1,8,False
NICO,Softmax,grass,autumn,0.8166943982251803,1.0,0.9083471991125902,Unbiased,-1,8,False
NICO,Softmax,grass,autumn,0.8166943982251803,1.0,0.9083471991125902,Class,-1,8,False
NICO,Softmax,grass,autumn,0.8166943982251803,1.0,0.9083471991125902,Synthetic,-1,8,False
NICO,Softmax,grass,autumn,0.8166943982251803,1.0,0.9083471991125902,Temporal,-1,8,False
NICO,Softmax,grass,rock,0.8768713718301253,1.0,0.9384356859150627,Unbiased,-1,8,False
NICO,Softmax,grass,rock,0.8768713718301253,1.0,0.9384356859150627,Class,-1,8,False
NICO,Softmax,grass,rock,0.8768713718301253,1.0,0.9384356859150627,Synthetic,-1,8,False
NICO,Softmax,grass,rock,0.8768713718301253,1.0,0.9384356859150627,Temporal,-1,8,False
NICO,Softmax,grass,grass,0.7958828645984344,1.0,0.8979414322992172,Unbiased,-1,8,False
NICO,Softmax,grass,grass,0.7958828645984344,1.0,0.8979414322992172,Class,-1,8,False
NICO,Softmax,grass,grass,0.7958828645984344,1.0,0.8979414322992172,Synthetic,-1,8,False
NICO,Softmax,grass,grass,0.7958828645984344,1.0,0.8979414322992172,Temporal,-1,8,False
NICO,Softmax,outdoor,outdoor,1.0,0.0,0.5,Unbiased,0,8,False
NICO,Softmax,outdoor,outdoor,1.0,0.0,0.5,Class,0,8,False
NICO,Softmax,outdoor,outdoor,1.0,0.0,0.5,Synthetic,0,8,False
NICO,Softmax,outdoor,outdoor,1.0,0.0,0.5,Temporal,0,8,False
NICO,Softmax,outdoor,water,0.9996825396825397,0.0,0.49984126984126986,Unbiased,0,8,False
NICO,Softmax,outdoor,water,0.9996825396825397,0.0,0.49984126984126986,Class,0,8,False
NICO,Softmax,outdoor,water,0.9996825396825397,0.0,0.49984126984126986,Synthetic,0,8,False
NICO,Softmax,outdoor,water,0.9996825396825397,0.0,0.49984126984126986,Temporal,0,8,False
NICO,Softmax,outdoor,rock,0.9997485541865728,0.0,0.4998742770932864,Unbiased,0,8,False
NICO,Softmax,outdoor,rock,0.9997485541865728,0.0,0.4998742770932864,Class,0,8,False
NICO,Softmax,outdoor,rock,0.9997485541865728,0.0,0.4998742770932864,Synthetic,0,8,False
NICO,Softmax,outdoor,rock,0.9997485541865728,0.0,0.4998742770932864,Temporal,0,8,False
NICO,Softmax,outdoor,grass,1.0,0.0,0.5,Unbiased,0,8,False
NICO,Softmax,outdoor,grass,1.0,0.0,0.5,Class,0,8,False
NICO,Softmax,outdoor,grass,1.0,0.0,0.5,Synthetic,0,8,False
NICO,Softmax,outdoor,grass,1.0,0.0,0.5,Temporal,0,8,False
NICO,Softmax,outdoor,autumn,1.0,0.0,0.5,Unbiased,0,8,False
NICO,Softmax,outdoor,autumn,1.0,0.0,0.5,Class,0,8,False
NICO,Softmax,outdoor,autumn,1.0,0.0,0.5,Synthetic,0,8,False
NICO,Softmax,outdoor,autumn,1.0,0.0,0.5,Temporal,0,8,False
NICO,Softmax,water,outdoor,1.0,0.0,0.5,Unbiased,0,8,False
NICO,Softmax,water,outdoor,1.0,0.0,0.5,Class,0,8,False
NICO,Softmax,water,outdoor,1.0,0.0,0.5,Synthetic,0,8,False
NICO,Softmax,water,outdoor,1.0,0.0,0.5,Temporal,0,8,False
NICO,Softmax,water,water,0.9996825396825397,0.0,0.49984126984126986,Unbiased,0,8,False
NICO,Softmax,water,water,0.9996825396825397,0.0,0.49984126984126986,Class,0,8,False
NICO,Softmax,water,water,0.9996825396825397,0.0,0.49984126984126986,Synthetic,0,8,False
NICO,Softmax,water,water,0.9996825396825397,0.0,0.49984126984126986,Temporal,0,8,False
NICO,Softmax,water,rock,0.9997485541865728,0.0,0.4998742770932864,Unbiased,0,8,False
NICO,Softmax,water,rock,0.9997485541865728,0.0,0.4998742770932864,Class,0,8,False
NICO,Softmax,water,rock,0.9997485541865728,0.0,0.4998742770932864,Synthetic,0,8,False
NICO,Softmax,water,rock,0.9997485541865728,0.0,0.4998742770932864,Temporal,0,8,False
NICO,Softmax,water,grass,1.0,0.0,0.5,Unbiased,0,8,False
NICO,Softmax,water,grass,1.0,0.0,0.5,Class,0,8,False
NICO,Softmax,water,grass,1.0,0.0,0.5,Synthetic,0,8,False
NICO,Softmax,water,grass,1.0,0.0,0.5,Temporal,0,8,False
NICO,Softmax,water,autumn,1.0,0.0,0.5,Unbiased,0,8,False
NICO,Softmax,water,autumn,1.0,0.0,0.5,Class,0,8,False
NICO,Softmax,water,autumn,1.0,0.0,0.5,Synthetic,0,8,False
NICO,Softmax,water,autumn,1.0,0.0,0.5,Temporal,0,8,False
NICO,Softmax,rock,outdoor,1.0,0.0,0.5,Unbiased,0,8,False
NICO,Softmax,rock,outdoor,1.0,0.0,0.5,Class,0,8,False
NICO,Softmax,rock,outdoor,1.0,0.0,0.5,Synthetic,0,8,False
NICO,Softmax,rock,outdoor,1.0,0.0,0.5,Temporal,0,8,False
NICO,Softmax,rock,water,0.9996825396825397,0.0,0.49984126984126986,Unbiased,0,8,False
NICO,Softmax,rock,water,0.9996825396825397,0.0,0.49984126984126986,Class,0,8,False
NICO,Softmax,rock,water,0.9996825396825397,0.0,0.49984126984126986,Synthetic,0,8,False
NICO,Softmax,rock,water,0.9996825396825397,0.0,0.49984126984126986,Temporal,0,8,False
NICO,Softmax,rock,rock,0.9997485541865728,0.0,0.4998742770932864,Unbiased,0,8,False
NICO,Softmax,rock,rock,0.9997485541865728,0.0,0.4998742770932864,Class,0,8,False
NICO,Softmax,rock,rock,0.9997485541865728,0.0,0.4998742770932864,Synthetic,0,8,False
NICO,Softmax,rock,rock,0.9997485541865728,0.0,0.4998742770932864,Temporal,0,8,False
NICO,Softmax,rock,grass,1.0,0.0,0.5,Unbiased,0,8,False
NICO,Softmax,rock,grass,1.0,0.0,0.5,Class,0,8,False
NICO,Softmax,rock,grass,1.0,0.0,0.5,Synthetic,0,8,False
NICO,Softmax,rock,grass,1.0,0.0,0.5,Temporal,0,8,False
NICO,Softmax,rock,autumn,1.0,0.0,0.5,Unbiased,0,8,False
NICO,Softmax,rock,autumn,1.0,0.0,0.5,Class,0,8,False
NICO,Softmax,rock,autumn,1.0,0.0,0.5,Synthetic,0,8,False
NICO,Softmax,rock,autumn,1.0,0.0,0.5,Temporal,0,8,False
NICO,Softmax,grass,outdoor,1.0,0.0,0.5,Unbiased,0,8,False
NICO,Softmax,grass,outdoor,1.0,0.0,0.5,Class,0,8,False
NICO,Softmax,grass,outdoor,1.0,0.0,0.5,Synthetic,0,8,False
NICO,Softmax,grass,outdoor,1.0,0.0,0.5,Temporal,0,8,False
NICO,Softmax,grass,water,0.9996825396825397,0.0,0.49984126984126986,Unbiased,0,8,False
NICO,Softmax,grass,water,0.9996825396825397,0.0,0.49984126984126986,Class,0,8,False
NICO,Softmax,grass,water,0.9996825396825397,0.0,0.49984126984126986,Synthetic,0,8,False
NICO,Softmax,grass,water,0.9996825396825397,0.0,0.49984126984126986,Temporal,0,8,False
NICO,Softmax,grass,rock,0.9997485541865728,0.0,0.4998742770932864,Unbiased,0,8,False
NICO,Softmax,grass,rock,0.9997485541865728,0.0,0.4998742770932864,Class,0,8,False
NICO,Softmax,grass,rock,0.9997485541865728,0.0,0.4998742770932864,Synthetic,0,8,False
NICO,Softmax,grass,rock,0.9997485541865728,0.0,0.4998742770932864,Temporal,0,8,False
NICO,Softmax,grass,grass,1.0,0.0,0.5,Unbiased,0,8,False
NICO,Softmax,grass,grass,1.0,0.0,0.5,Class,0,8,False
NICO,Softmax,grass,grass,1.0,0.0,0.5,Synthetic,0,8,False
NICO,Softmax,grass,grass,1.0,0.0,0.5,Temporal,0,8,False
NICO,Softmax,grass,autumn,1.0,0.0,0.5,Unbiased,0,8,False
NICO,Softmax,grass,autumn,1.0,0.0,0.5,Class,0,8,False
NICO,Softmax,grass,autumn,1.0,0.0,0.5,Synthetic,0,8,False
NICO,Softmax,grass,autumn,1.0,0.0,0.5,Temporal,0,8,False
NICO,Softmax,autumn,outdoor,0.5053191489361702,1.0,0.7526595744680851,Unbiased,0,8,False
NICO,Softmax,autumn,outdoor,0.5053191489361702,1.0,0.7526595744680851,Class,0,8,False
NICO,Softmax,autumn,outdoor,0.5053191489361702,1.0,0.7526595744680851,Synthetic,0,8,False
NICO,Softmax,autumn,outdoor,0.5053191489361702,1.0,0.7526595744680851,Temporal,0,8,False
NICO,Softmax,autumn,water,0.4222222222222222,1.0,0.7111111111111111,Unbiased,0,8,False
NICO,Softmax,autumn,water,0.4222222222222222,1.0,0.7111111111111111,Class,0,8,False
NICO,Softmax,autumn,water,0.4222222222222222,1.0,0.7111111111111111,Synthetic,0,8,False
NICO,Softmax,autumn,water,0.4222222222222222,1.0,0.7111111111111111,Temporal,0,8,False
NICO,Softmax,autumn,rock,0.4998742770932864,1.0,0.7499371385466432,Unbiased,0,8,False
NICO,Softmax,autumn,rock,0.4998742770932864,1.0,0.7499371385466432,Class,0,8,False
NICO,Softmax,autumn,rock,0.4998742770932864,1.0,0.7499371385466432,Synthetic,0,8,False
NICO,Softmax,autumn,rock,0.4998742770932864,1.0,0.7499371385466432,Temporal,0,8,False
NICO,Softmax,autumn,grass,0.47753743760399336,1.0,0.7387687188019967,Unbiased,0,8,False
NICO,Softmax,autumn,grass,0.47753743760399336,1.0,0.7387687188019967,Class,0,8,False
NICO,Softmax,autumn,grass,0.47753743760399336,1.0,0.7387687188019967,Synthetic,0,8,False
NICO,Softmax,autumn,grass,0.47753743760399336,1.0,0.7387687188019967,Temporal,0,8,False
NICO,Softmax,autumn,autumn,0.5038678653564709,1.0,0.7519339326782355,Unbiased,0,8,False
NICO,Softmax,autumn,autumn,0.5038678653564709,1.0,0.7519339326782355,Class,0,8,False
NICO,Softmax,autumn,autumn,0.5038678653564709,1.0,0.7519339326782355,Synthetic,0,8,False
NICO,Softmax,autumn,autumn,0.5038678653564709,1.0,0.7519339326782355,Temporal,0,8,False
NICO,Softmax,water,water,0.9296346414073072,1.0,0.9648173207036537,Unbiased,1,8,False
NICO,Softmax,water,water,0.9296346414073072,1.0,0.9648173207036537,Class,1,8,False
NICO,Softmax,water,water,0.9296346414073072,0.9871794871794872,0.9584070642933973,Synthetic,1,8,False
NICO,Softmax,water,water,0.9296346414073072,1.0,0.9648173207036537,Temporal,1,8,False
NICO,Softmax,water,outdoor,0.9382558879694463,1.0,0.9691279439847231,Unbiased,1,8,False
NICO,Softmax,water,outdoor,0.9382558879694463,1.0,0.9691279439847231,Class,1,8,False
NICO,Softmax,water,outdoor,0.9382558879694463,0.9871794871794872,0.9627176875744667,Synthetic,1,8,False
NICO,Softmax,water,outdoor,0.9382558879694463,1.0,0.9691279439847231,Temporal,1,8,False
NICO,Softmax,water,autumn,0.944317532838378,1.0,0.9721587664191891,Unbiased,1,8,False
NICO,Softmax,water,autumn,0.944317532838378,1.0,0.9721587664191891,Class,1,8,False
NICO,Softmax,water,autumn,0.944317532838378,0.9871794871794872,0.9657485100089327,Synthetic,1,8,False
NICO,Softmax,water,autumn,0.944317532838378,1.0,0.9721587664191891,Temporal,1,8,False
NICO,Softmax,water,rock,0.9401940871135184,1.0,0.9700970435567592,Unbiased,1,8,False
NICO,Softmax,water,rock,0.9401940871135184,1.0,0.9700970435567592,Class,1,8,False
NICO,Softmax,water,rock,0.9401940871135184,0.9871794871794872,0.9636867871465028,Synthetic,1,8,False
NICO,Softmax,water,rock,0.9401940871135184,1.0,0.9700970435567592,Temporal,1,8,False
