Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,tpr,tnr,ba
Office31,kNN,val_optimal,False,False,webcam,smear,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,webcam,webcam,1.0,1.0,1.0
Office31,kNN,ind_span,False,False,brightness,brightness,1.0,0.92,0.96
Office31,kNN,ind_span,False,False,brightness,dslr,1.0,0.92,0.96
Office31,kNN,ind_span,False,False,brightness,smear,0.02,0.92,0.47000000000000003
Office31,kNN,ind_span,False,False,brightness,webcam,1.0,0.92,0.96
Office31,kNN,ind_span,False,False,dslr,brightness,1.0,0.92,0.96
Office31,kNN,ind_span,False,False,dslr,dslr,1.0,0.92,0.96
Office31,kNN,ind_span,False,False,dslr,smear,0.02,0.92,0.47000000000000003
Office31,kNN,ind_span,False,False,dslr,webcam,1.0,0.92,0.96
Office31,kNN,ind_span,False,False,smear,brightness,1.0,0.92,0.96
Office31,kNN,ind_span,False,False,smear,dslr,1.0,0.92,0.96
Office31,kNN,ind_span,False,False,smear,smear,0.02,0.92,0.47000000000000003
Office31,kNN,ind_span,False,False,smear,webcam,1.0,0.92,0.96
Office31,kNN,ind_span,False,False,webcam,brightness,1.0,0.92,0.96
Office31,kNN,ind_span,False,False,webcam,dslr,1.0,0.92,0.96
Office31,kNN,ind_span,False,False,webcam,smear,0.02,0.92,0.47000000000000003
Office31,kNN,ind_span,False,False,webcam,webcam,1.0,0.92,0.96
Office31,kNN,logistic,False,False,brightness,brightness,1.0,1.0,1.0
Office31,kNN,logistic,False,False,brightness,dslr,1.0,1.0,1.0
Office31,kNN,logistic,False,False,brightness,smear,0.0,1.0,0.5
Office31,kNN,logistic,False,False,brightness,webcam,1.0,1.0,1.0
Office31,kNN,logistic,False,False,dslr,brightness,1.0,1.0,1.0
Office31,kNN,logistic,False,False,dslr,dslr,1.0,1.0,1.0
Office31,kNN,logistic,False,False,dslr,smear,0.0,1.0,0.5
Office31,kNN,logistic,False,False,dslr,webcam,1.0,1.0,1.0
Office31,kNN,logistic,False,False,smear,brightness,0.0,0.28,0.14
Office31,kNN,logistic,False,False,smear,dslr,0.0,0.28,0.14
Office31,kNN,logistic,False,False,smear,smear,0.69,0.28,0.485
Office31,kNN,logistic,False,False,smear,webcam,0.0,0.28,0.14
Office31,kNN,logistic,False,False,webcam,brightness,1.0,1.0,1.0
Office31,kNN,logistic,False,False,webcam,dslr,1.0,1.0,1.0
Office31,kNN,logistic,False,False,webcam,smear,0.0,1.0,0.5
Office31,kNN,logistic,False,False,webcam,webcam,1.0,1.0,1.0
Office31,GradNorm,val_optimal,True,True,brightness,brightness,0.908256880733945,0.978021978021978,0.9431394293779615
Office31,GradNorm,val_optimal,True,True,brightness,dslr,0.5137614678899083,0.978021978021978,0.7458917229559432
Office31,GradNorm,val_optimal,True,True,brightness,smear,0.15384615384615385,0.9080459770114943,0.530946065428824
Office31,GradNorm,val_optimal,True,True,brightness,webcam,0.5229357798165137,0.978021978021978,0.7504788789192458
Office31,GradNorm,val_optimal,True,True,dslr,brightness,0.908256880733945,0.9230769230769231,0.915666901905434
Office31,GradNorm,val_optimal,True,True,dslr,dslr,0.7339449541284404,0.9230769230769231,0.8285109386026818
Office31,GradNorm,val_optimal,True,True,dslr,smear,0.23076923076923078,0.7931034482758621,0.5119363395225465
Office31,GradNorm,val_optimal,True,True,dslr,webcam,0.7155963302752294,0.9230769230769231,0.8193366266760762
Office31,GradNorm,val_optimal,True,True,smear,brightness,0.908256880733945,0.9120879120879121,0.9101723964109285
Office31,GradNorm,val_optimal,True,True,smear,dslr,0.7339449541284404,0.9120879120879121,0.8230164331081762
Office31,GradNorm,val_optimal,True,True,smear,smear,0.2692307692307692,0.7873563218390804,0.5282935455349248
Office31,GradNorm,val_optimal,True,True,smear,webcam,0.7247706422018348,0.9120879120879121,0.8184292771448735
Office31,GradNorm,val_optimal,True,True,webcam,brightness,0.926605504587156,0.8681318681318682,0.8973686863595121
Office31,GradNorm,val_optimal,True,True,webcam,dslr,0.7522935779816514,0.8681318681318682,0.8102127230567597
Office31,GradNorm,val_optimal,True,True,webcam,smear,0.3076923076923077,0.7413793103448276,0.5245358090185677
Office31,GradNorm,val_optimal,True,True,webcam,webcam,0.8165137614678899,0.8681318681318682,0.842322814799879
Office31,GradNorm,ind_span,True,True,brightness,brightness,0.9174311926605505,0.9230769230769231,0.9202540578687368
Office31,GradNorm,ind_span,True,True,brightness,dslr,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,ind_span,True,True,brightness,smear,0.19230769230769232,0.867816091954023,0.5300618921308576
Office31,GradNorm,ind_span,True,True,brightness,webcam,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,ind_span,True,True,dslr,brightness,0.9174311926605505,0.9230769230769231,0.9202540578687368
Office31,GradNorm,ind_span,True,True,dslr,dslr,0.5412844036697247,0.9230769230769231,0.7321806633733239
