Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,tpr,tnr,ba
CCT,GradNorm,logistic,False,False,OoD Test,saltpepper,1.0,0.74,0.87
CCT,GradNorm,logistic,False,False,OoD Test,smear,0.29,0.74,0.515
CCT,GradNorm,logistic,False,False,OoD Val,OoD Test,0.72,0.74,0.73
CCT,GradNorm,logistic,False,False,OoD Val,OoD Val,0.77,0.74,0.755
CCT,GradNorm,logistic,False,False,OoD Val,brightness,0.3,0.74,0.52
CCT,GradNorm,logistic,False,False,OoD Val,contrast,0.3,0.74,0.52
CCT,GradNorm,logistic,False,False,OoD Val,hue,0.0,0.74,0.37
CCT,GradNorm,logistic,False,False,OoD Val,multnoise,1.0,0.74,0.87
CCT,GradNorm,logistic,False,False,OoD Val,noise,0.79,0.74,0.765
CCT,GradNorm,logistic,False,False,OoD Val,saltpepper,1.0,0.74,0.87
CCT,GradNorm,logistic,False,False,OoD Val,smear,0.27,0.74,0.505
CCT,Entropy,val_optimal,True,True,OoD Test,OoD Test,0.8235294117647058,0.5081967213114754,0.6658630665380907
CCT,Entropy,val_optimal,True,True,OoD Test,OoD Val,0.9545454545454546,0.5224719101123596,0.7385086823289071
CCT,Entropy,val_optimal,True,True,OoD Test,brightness,1.0,0.725,0.8625
CCT,Entropy,val_optimal,True,True,OoD Test,contrast,1.0,0.905,0.9525
CCT,Entropy,val_optimal,True,True,OoD Test,hue,0.0,0.9122807017543859,0.45614035087719296
CCT,Entropy,val_optimal,True,True,OoD Test,multnoise,0.0,0.9107142857142857,0.45535714285714285
CCT,Entropy,val_optimal,True,True,OoD Test,noise,0.0,0.9,0.45
CCT,Entropy,val_optimal,True,True,OoD Test,saltpepper,0.0,0.9,0.45
CCT,Entropy,val_optimal,True,True,OoD Test,smear,1.0,0.81,0.905
CCT,Entropy,val_optimal,True,True,OoD Val,OoD Test,0.7647058823529411,0.5737704918032787,0.6692381870781099
CCT,Entropy,val_optimal,True,True,OoD Val,OoD Val,0.9545454545454546,0.5674157303370786,0.7609805924412666
CCT,Entropy,val_optimal,True,True,OoD Val,brightness,1.0,0.855,0.9275
CCT,Entropy,val_optimal,True,True,OoD Val,contrast,1.0,0.97,0.985
CCT,Entropy,val_optimal,True,True,OoD Val,hue,0.0,0.9736842105263158,0.4868421052631579
CCT,Entropy,val_optimal,True,True,OoD Val,multnoise,0.0,0.9732142857142857,0.48660714285714285
CCT,Entropy,val_optimal,True,True,OoD Val,noise,0.0,0.97,0.485
CCT,Entropy,val_optimal,True,True,OoD Val,saltpepper,0.0,0.97,0.485
CCT,Entropy,val_optimal,True,True,OoD Val,smear,1.0,0.935,0.9675
CCT,Entropy,ind_span,True,True,OoD Test,OoD Test,0.6470588235294118,0.6666666666666667,0.6568627450980393
CCT,Entropy,ind_span,True,True,OoD Test,OoD Val,0.8181818181818182,0.6404494382022472,0.7293156281920328
CCT,Entropy,ind_span,True,True,OoD Test,brightness,1.0,0.95,0.975
CCT,Entropy,ind_span,True,True,OoD Test,contrast,1.0,0.99,0.995
CCT,Entropy,ind_span,True,True,OoD Test,hue,0.4883720930232558,0.9298245614035088,0.7090983272133823
CCT,Entropy,ind_span,True,True,OoD Test,multnoise,0.0,0.9910714285714286,0.4955357142857143
CCT,Entropy,ind_span,True,True,OoD Test,noise,1.0,0.99,0.995
CCT,Entropy,ind_span,True,True,OoD Test,saltpepper,0.0,0.99,0.495
CCT,Entropy,ind_span,True,True,OoD Test,smear,1.0,0.975,0.9875
CCT,Entropy,ind_span,True,True,OoD Val,OoD Test,0.6470588235294118,0.6666666666666667,0.6568627450980393
CCT,Entropy,ind_span,True,True,OoD Val,OoD Val,0.8181818181818182,0.6404494382022472,0.7293156281920328
CCT,Entropy,ind_span,True,True,OoD Val,brightness,1.0,0.95,0.975
CCT,Entropy,ind_span,True,True,OoD Val,contrast,1.0,0.99,0.995
CCT,Entropy,ind_span,True,True,OoD Val,hue,0.4883720930232558,0.9298245614035088,0.7090983272133823
CCT,Entropy,ind_span,True,True,OoD Val,multnoise,0.0,0.9910714285714286,0.4955357142857143
CCT,Entropy,ind_span,True,True,OoD Val,noise,1.0,0.99,0.995
CCT,Entropy,ind_span,True,True,OoD Val,saltpepper,0.0,0.99,0.495
CCT,Entropy,ind_span,True,True,OoD Val,smear,1.0,0.975,0.9875
CCT,Entropy,logistic,True,True,OoD Test,OoD Test,0.7647058823529411,0.5300546448087431,0.6473802635808421
CCT,Entropy,logistic,True,True,OoD Test,OoD Val,0.9545454545454546,0.5449438202247191,0.7497446373850869
CCT,Entropy,logistic,True,True,OoD Test,brightness,1.0,0.77,0.885
CCT,Entropy,logistic,True,True,OoD Test,contrast,1.0,0.94,0.97
CCT,Entropy,logistic,True,True,OoD Test,hue,0.0,0.9385964912280702,0.4692982456140351
CCT,Entropy,logistic,True,True,OoD Test,multnoise,0.0,0.9375,0.46875
CCT,Entropy,logistic,True,True,OoD Test,noise,0.0,0.9299999999999999,0.46499999999999997
CCT,Entropy,logistic,True,True,OoD Test,saltpepper,0.0,0.9299999999999999,0.46499999999999997
CCT,Entropy,logistic,True,True,OoD Test,smear,1.0,0.86,0.9299999999999999
CCT,Entropy,logistic,True,True,OoD Val,OoD Test,0.7647058823529411,0.5573770491803278,0.6610414657666345
CCT,Entropy,logistic,True,True,OoD Val,OoD Val,0.9545454545454546,0.5617977528089888,0.7581716036772217
CCT,Entropy,logistic,True,True,OoD Val,brightness,1.0,0.8049999999999999,0.9025
CCT,Entropy,logistic,True,True,OoD Val,contrast,1.0,0.96,0.98
CCT,Entropy,logistic,True,True,OoD Val,hue,0.0,0.9649122807017544,0.4824561403508772
CCT,Entropy,logistic,True,True,OoD Val,multnoise,0.0,0.9642857142857143,0.48214285714285715
CCT,Entropy,logistic,True,True,OoD Val,noise,0.0,0.96,0.48
CCT,Entropy,logistic,True,True,OoD Val,saltpepper,0.0,0.96,0.48
CCT,Entropy,logistic,True,True,OoD Val,smear,1.0,0.895,0.9475
CCT,Entropy,val_optimal,True,False,OoD Test,OoD Test,0.94,0.9,0.9199999999999999
CCT,Entropy,val_optimal,True,False,OoD Test,OoD Val,0.9545454545454546,0.5224719101123596,0.7385086823289071
CCT,Entropy,val_optimal,True,False,OoD Test,brightness,1.0,0.725,0.8625
CCT,Entropy,val_optimal,True,False,OoD Test,contrast,1.0,0.905,0.9525
CCT,Entropy,val_optimal,True,False,OoD Test,hue,0.0,0.9122807017543859,0.45614035087719296
CCT,Entropy,val_optimal,True,False,OoD Test,multnoise,0.0,0.9107142857142857,0.45535714285714285
CCT,Entropy,val_optimal,True,False,OoD Test,noise,0.0,0.9,0.45
CCT,Entropy,val_optimal,True,False,OoD Test,saltpepper,0.0,0.9,0.45
CCT,Entropy,val_optimal,True,False,OoD Test,smear,1.0,0.81,0.905
CCT,Entropy,val_optimal,True,False,OoD Val,OoD Test,0.88,0.97,0.925
CCT,Entropy,val_optimal,True,False,OoD Val,OoD Val,0.9545454545454546,0.5674157303370786,0.7609805924412666
CCT,Entropy,val_optimal,True,False,OoD Val,brightness,1.0,0.855,0.9275
CCT,Entropy,val_optimal,True,False,OoD Val,contrast,1.0,0.97,0.985
CCT,Entropy,val_optimal,True,False,OoD Val,hue,0.0,0.9736842105263158,0.4868421052631579
CCT,Entropy,val_optimal,True,False,OoD Val,multnoise,0.0,0.9732142857142857,0.48660714285714285
CCT,Entropy,val_optimal,True,False,OoD Val,noise,0.0,0.97,0.485
CCT,Entropy,val_optimal,True,False,OoD Val,saltpepper,0.0,0.97,0.485
CCT,Entropy,val_optimal,True,False,OoD Val,smear,1.0,0.935,0.9675
CCT,Entropy,ind_span,True,False,OoD Test,OoD Test,0.71,0.99,0.85
CCT,Entropy,ind_span,True,False,OoD Test,OoD Val,0.8181818181818182,0.6404494382022472,0.7293156281920328
CCT,Entropy,ind_span,True,False,OoD Test,brightness,1.0,0.95,0.975
CCT,Entropy,ind_span,True,False,OoD Test,contrast,1.0,0.99,0.995
CCT,Entropy,ind_span,True,False,OoD Test,hue,0.4883720930232558,0.9298245614035088,0.7090983272133823
CCT,Entropy,ind_span,True,False,OoD Test,multnoise,0.0,0.9910714285714286,0.4955357142857143
CCT,Entropy,ind_span,True,False,OoD Test,noise,1.0,0.99,0.995
CCT,Entropy,ind_span,True,False,OoD Test,saltpepper,0.0,0.99,0.495
CCT,Entropy,ind_span,True,False,OoD Test,smear,1.0,0.975,0.9875
CCT,Entropy,ind_span,True,False,OoD Val,OoD Test,0.71,0.99,0.85
CCT,Entropy,ind_span,True,False,OoD Val,OoD Val,0.8181818181818182,0.6404494382022472,0.7293156281920328
CCT,Entropy,ind_span,True,False,OoD Val,brightness,1.0,0.95,0.975
CCT,Entropy,ind_span,True,False,OoD Val,contrast,1.0,0.99,0.995
CCT,Entropy,ind_span,True,False,OoD Val,hue,0.4883720930232558,0.9298245614035088,0.7090983272133823
CCT,Entropy,ind_span,True,False,OoD Val,multnoise,0.0,0.9910714285714286,0.4955357142857143
CCT,Entropy,ind_span,True,False,OoD Val,noise,1.0,0.99,0.995
CCT,Entropy,ind_span,True,False,OoD Val,saltpepper,0.0,0.99,0.495
CCT,Entropy,ind_span,True,False,OoD Val,smear,1.0,0.975,0.9875
CCT,Entropy,logistic,True,False,OoD Test,OoD Test,0.92,0.9299999999999999,0.925
CCT,Entropy,logistic,True,False,OoD Test,OoD Val,0.9545454545454546,0.5449438202247191,0.7497446373850869
CCT,Entropy,logistic,True,False,OoD Test,brightness,1.0,0.77,0.885
CCT,Entropy,logistic,True,False,OoD Test,contrast,1.0,0.94,0.97
CCT,Entropy,logistic,True,False,OoD Test,hue,0.0,0.9385964912280702,0.4692982456140351
CCT,Entropy,logistic,True,False,OoD Test,multnoise,0.0,0.9375,0.46875
CCT,Entropy,logistic,True,False,OoD Test,noise,0.0,0.9299999999999999,0.46499999999999997
CCT,Entropy,logistic,True,False,OoD Test,saltpepper,0.0,0.9299999999999999,0.46499999999999997
CCT,Entropy,logistic,True,False,OoD Test,smear,1.0,0.86,0.9299999999999999
CCT,Entropy,logistic,True,False,OoD Val,OoD Test,0.9,0.96,0.9299999999999999
CCT,Entropy,logistic,True,False,OoD Val,OoD Val,0.9545454545454546,0.5617977528089888,0.7581716036772217
CCT,Entropy,logistic,True,False,OoD Val,brightness,1.0,0.8049999999999999,0.9025
CCT,Entropy,logistic,True,False,OoD Val,contrast,1.0,0.96,0.98
CCT,Entropy,logistic,True,False,OoD Val,hue,0.0,0.9649122807017544,0.4824561403508772
CCT,Entropy,logistic,True,False,OoD Val,multnoise,0.0,0.9642857142857143,0.48214285714285715
CCT,Entropy,logistic,True,False,OoD Val,noise,0.0,0.96,0.48
CCT,Entropy,logistic,True,False,OoD Val,saltpepper,0.0,0.96,0.48
CCT,Entropy,logistic,True,False,OoD Val,smear,1.0,0.895,0.9475
CCT,Entropy,val_optimal,False,False,OoD Test,OoD Test,0.94,0.9,0.9199999999999999
CCT,Entropy,val_optimal,False,False,OoD Test,OoD Val,0.96,0.9,0.9299999999999999
CCT,Entropy,val_optimal,False,False,OoD Test,brightness,0.45,0.9,0.675
CCT,Entropy,val_optimal,False,False,OoD Test,contrast,0.09,0.9,0.495
CCT,Entropy,val_optimal,False,False,OoD Test,hue,0.0,0.9,0.45
CCT,Entropy,val_optimal,False,False,OoD Test,multnoise,0.0,0.9,0.45
CCT,Entropy,val_optimal,False,False,OoD Test,noise,0.0,0.9,0.45
CCT,Entropy,val_optimal,False,False,OoD Test,saltpepper,0.0,0.9,0.45
CCT,Entropy,val_optimal,False,False,OoD Test,smear,0.28,0.9,0.5900000000000001
CCT,Entropy,val_optimal,False,False,OoD Val,OoD Test,0.88,0.97,0.925
CCT,Entropy,val_optimal,False,False,OoD Val,OoD Val,0.95,0.97,0.96
CCT,Entropy,val_optimal,False,False,OoD Val,brightness,0.26,0.97,0.615
CCT,Entropy,val_optimal,False,False,OoD Val,contrast,0.03,0.97,0.5
CCT,Entropy,val_optimal,False,False,OoD Val,hue,0.0,0.97,0.485
CCT,Entropy,val_optimal,False,False,OoD Val,multnoise,0.0,0.97,0.485
CCT,Entropy,val_optimal,False,False,OoD Val,noise,0.0,0.97,0.485
CCT,Entropy,val_optimal,False,False,OoD Val,saltpepper,0.0,0.97,0.485
CCT,Entropy,val_optimal,False,False,OoD Val,smear,0.1,0.97,0.535
CCT,Entropy,ind_span,False,False,OoD Test,OoD Test,0.71,0.99,0.85
CCT,Entropy,ind_span,False,False,OoD Test,OoD Val,0.81,0.99,0.9
CCT,Entropy,ind_span,False,False,OoD Test,brightness,0.09,0.99,0.54
CCT,Entropy,ind_span,False,False,OoD Test,contrast,0.01,0.99,0.5
CCT,Entropy,ind_span,False,False,OoD Test,hue,0.49,0.99,0.74
CCT,Entropy,ind_span,False,False,OoD Test,multnoise,0.0,0.99,0.495
CCT,Entropy,ind_span,False,False,OoD Test,noise,1.0,0.99,0.995
CCT,Entropy,ind_span,False,False,OoD Test,saltpepper,0.0,0.99,0.495
CCT,Entropy,ind_span,False,False,OoD Test,smear,0.04,0.99,0.515
CCT,Entropy,ind_span,False,False,OoD Val,OoD Test,0.71,0.99,0.85
CCT,Entropy,ind_span,False,False,OoD Val,OoD Val,0.81,0.99,0.9
CCT,Entropy,ind_span,False,False,OoD Val,brightness,0.09,0.99,0.54
CCT,Entropy,ind_span,False,False,OoD Val,contrast,0.01,0.99,0.5
CCT,Entropy,ind_span,False,False,OoD Val,hue,0.49,0.99,0.74
CCT,Entropy,ind_span,False,False,OoD Val,multnoise,0.0,0.99,0.495
CCT,Entropy,ind_span,False,False,OoD Val,noise,1.0,0.99,0.995
CCT,Entropy,ind_span,False,False,OoD Val,saltpepper,0.0,0.99,0.495
CCT,Entropy,ind_span,False,False,OoD Val,smear,0.04,0.99,0.515
CCT,Entropy,logistic,False,False,OoD Test,OoD Test,0.92,0.9299999999999999,0.925
CCT,Entropy,logistic,False,False,OoD Test,OoD Val,0.95,0.9299999999999999,0.94
CCT,Entropy,logistic,False,False,OoD Test,brightness,0.39,0.9299999999999999,0.6599999999999999
CCT,Entropy,logistic,False,False,OoD Test,contrast,0.05,0.9299999999999999,0.49
CCT,Entropy,logistic,False,False,OoD Test,hue,0.0,0.9299999999999999,0.46499999999999997
CCT,Entropy,logistic,False,False,OoD Test,multnoise,0.0,0.9299999999999999,0.46499999999999997
CCT,Entropy,logistic,False,False,OoD Test,noise,0.0,0.9299999999999999,0.46499999999999997
CCT,Entropy,logistic,False,False,OoD Test,saltpepper,0.0,0.9299999999999999,0.46499999999999997
CCT,Entropy,logistic,False,False,OoD Test,smear,0.21,0.9299999999999999,0.57
CCT,Entropy,logistic,False,False,OoD Val,OoD Test,0.9,0.96,0.9299999999999999
CCT,Entropy,logistic,False,False,OoD Val,OoD Val,0.95,0.96,0.955
CCT,Entropy,logistic,False,False,OoD Val,brightness,0.35,0.96,0.655
CCT,Entropy,logistic,False,False,OoD Val,contrast,0.04,0.96,0.5
CCT,Entropy,logistic,False,False,OoD Val,hue,0.0,0.96,0.48
CCT,Entropy,logistic,False,False,OoD Val,multnoise,0.0,0.96,0.48
CCT,Entropy,logistic,False,False,OoD Val,noise,0.0,0.96,0.48
CCT,Entropy,logistic,False,False,OoD Val,saltpepper,0.0,0.96,0.48
CCT,Entropy,logistic,False,False,OoD Val,smear,0.17,0.96,0.565
CCT,Energy,val_optimal,True,True,OoD Test,OoD Test,1.0,0.591715976331361,0.7958579881656804
CCT,Energy,val_optimal,True,True,OoD Test,OoD Val,1.0,0.6024096385542168,0.8012048192771084
CCT,Energy,val_optimal,True,True,OoD Test,brightness,1.0,0.645,0.8225
CCT,Energy,val_optimal,True,True,OoD Test,contrast,1.0,1.0,1.0
CCT,Energy,val_optimal,True,True,OoD Test,hue,0.042105263157894736,1.0,0.5210526315789473
CCT,Energy,val_optimal,True,True,OoD Test,multnoise,0.0,1.0,0.5
CCT,Energy,val_optimal,True,True,OoD Test,noise,0.0,1.0,0.5
CCT,Energy,val_optimal,True,True,OoD Test,saltpepper,0.0,1.0,0.5
CCT,Energy,val_optimal,True,True,OoD Test,smear,1.0,0.955,0.9775
CCT,Energy,val_optimal,True,True,OoD Val,OoD Test,1.0,0.591715976331361,0.7958579881656804
CCT,Energy,val_optimal,True,True,OoD Val,OoD Val,1.0,0.6024096385542168,0.8012048192771084
CCT,Energy,val_optimal,True,True,OoD Val,brightness,1.0,0.645,0.8225
CCT,Energy,val_optimal,True,True,OoD Val,contrast,1.0,1.0,1.0
CCT,Energy,val_optimal,True,True,OoD Val,hue,0.042105263157894736,1.0,0.5210526315789473
CCT,Energy,val_optimal,True,True,OoD Val,multnoise,0.0,1.0,0.5
CCT,Energy,val_optimal,True,True,OoD Val,noise,0.0,1.0,0.5
CCT,Energy,val_optimal,True,True,OoD Val,saltpepper,0.0,1.0,0.5
CCT,Energy,val_optimal,True,True,OoD Val,smear,1.0,0.96,0.98
CCT,Energy,ind_span,True,True,OoD Test,OoD Test,1.0,0.5502958579881656,0.7751479289940828
CCT,Energy,ind_span,True,True,OoD Test,OoD Val,1.0,0.5602409638554218,0.7801204819277109
CCT,Energy,ind_span,True,True,OoD Test,brightness,1.0,0.605,0.8025
CCT,Energy,ind_span,True,True,OoD Test,contrast,1.0,0.955,0.9775
CCT,Energy,ind_span,True,True,OoD Test,hue,0.09473684210526316,0.9333333333333333,0.5140350877192983
CCT,Energy,ind_span,True,True,OoD Test,multnoise,0.7731958762886598,0.912621359223301,0.8429086177559804
CCT,Energy,ind_span,True,True,OoD Test,noise,1.0,0.9299999999999999,0.965
CCT,Energy,ind_span,True,True,OoD Test,saltpepper,0.0,0.9299999999999999,0.46499999999999997
CCT,Energy,ind_span,True,True,OoD Test,smear,1.0,0.915,0.9575
CCT,Energy,ind_span,True,True,OoD Val,OoD Test,1.0,0.5502958579881656,0.7751479289940828
CCT,Energy,ind_span,True,True,OoD Val,OoD Val,1.0,0.5602409638554218,0.7801204819277109
CCT,Energy,ind_span,True,True,OoD Val,brightness,1.0,0.605,0.8025
CCT,Energy,ind_span,True,True,OoD Val,contrast,1.0,0.955,0.9775
CCT,Energy,ind_span,True,True,OoD Val,hue,0.09473684210526316,0.9333333333333333,0.5140350877192983
CCT,Energy,ind_span,True,True,OoD Val,multnoise,0.7731958762886598,0.912621359223301,0.8429086177559804
CCT,Energy,ind_span,True,True,OoD Val,noise,1.0,0.9299999999999999,0.965
CCT,Energy,ind_span,True,True,OoD Val,saltpepper,0.0,0.9299999999999999,0.46499999999999997
CCT,Energy,ind_span,True,True,OoD Val,smear,1.0,0.915,0.9575
CCT,Energy,logistic,True,True,OoD Test,OoD Test,1.0,0.5976331360946745,0.7988165680473372
CCT,Energy,logistic,True,True,OoD Test,OoD Val,1.0,0.6024096385542168,0.8012048192771084
CCT,Energy,logistic,True,True,OoD Test,brightness,1.0,0.675,0.8375
CCT,Energy,logistic,True,True,OoD Test,contrast,1.0,1.0,1.0
CCT,Energy,logistic,True,True,OoD Test,hue,0.042105263157894736,1.0,0.5210526315789473
CCT,Energy,logistic,True,True,OoD Test,multnoise,0.0,1.0,0.5
CCT,Energy,logistic,True,True,OoD Test,noise,0.0,1.0,0.5
CCT,Energy,logistic,True,True,OoD Test,saltpepper,0.0,1.0,0.5
CCT,Energy,logistic,True,True,OoD Test,smear,1.0,0.975,0.9875
CCT,Energy,logistic,True,True,OoD Val,OoD Test,1.0,0.5976331360946745,0.7988165680473372
CCT,Energy,logistic,True,True,OoD Val,OoD Val,1.0,0.6024096385542168,0.8012048192771084
CCT,Energy,logistic,True,True,OoD Val,brightness,1.0,0.7050000000000001,0.8525
CCT,Energy,logistic,True,True,OoD Val,contrast,1.0,1.0,1.0
CCT,Energy,logistic,True,True,OoD Val,hue,0.021052631578947368,1.0,0.5105263157894737
CCT,Energy,logistic,True,True,OoD Val,multnoise,0.0,1.0,0.5
CCT,Energy,logistic,True,True,OoD Val,noise,0.0,1.0,0.5
CCT,Energy,logistic,True,True,OoD Val,saltpepper,0.0,1.0,0.5
CCT,Energy,logistic,True,True,OoD Val,smear,1.0,0.975,0.9875
CCT,Energy,val_optimal,True,False,OoD Test,OoD Test,1.0,1.0,1.0
CCT,Energy,val_optimal,True,False,OoD Test,OoD Val,1.0,0.6024096385542168,0.8012048192771084
CCT,Energy,val_optimal,True,False,OoD Test,brightness,1.0,0.645,0.8225
CCT,Energy,val_optimal,True,False,OoD Test,contrast,1.0,1.0,1.0
CCT,Energy,val_optimal,True,False,OoD Test,hue,0.042105263157894736,1.0,0.5210526315789473
CCT,Energy,val_optimal,True,False,OoD Test,multnoise,0.0,1.0,0.5
CCT,Energy,val_optimal,True,False,OoD Test,noise,0.0,1.0,0.5
CCT,Energy,val_optimal,True,False,OoD Test,saltpepper,0.0,1.0,0.5
CCT,Energy,val_optimal,True,False,OoD Test,smear,1.0,0.955,0.9775
CCT,Energy,val_optimal,True,False,OoD Val,OoD Test,1.0,1.0,1.0
CCT,Energy,val_optimal,True,False,OoD Val,OoD Val,1.0,0.6024096385542168,0.8012048192771084
CCT,Energy,val_optimal,True,False,OoD Val,brightness,1.0,0.645,0.8225
CCT,Energy,val_optimal,True,False,OoD Val,contrast,1.0,1.0,1.0
CCT,Energy,val_optimal,True,False,OoD Val,hue,0.042105263157894736,1.0,0.5210526315789473
CCT,Energy,val_optimal,True,False,OoD Val,multnoise,0.0,1.0,0.5
CCT,Energy,val_optimal,True,False,OoD Val,noise,0.0,1.0,0.5
CCT,Energy,val_optimal,True,False,OoD Val,saltpepper,0.0,1.0,0.5
CCT,Energy,val_optimal,True,False,OoD Val,smear,1.0,0.96,0.98
CCT,Energy,ind_span,True,False,OoD Test,OoD Test,1.0,0.9299999999999999,0.965
CCT,Energy,ind_span,True,False,OoD Test,OoD Val,1.0,0.5602409638554218,0.7801204819277109
CCT,Energy,ind_span,True,False,OoD Test,brightness,1.0,0.605,0.8025
CCT,Energy,ind_span,True,False,OoD Test,contrast,1.0,0.955,0.9775
CCT,Energy,ind_span,True,False,OoD Test,hue,0.09473684210526316,0.9333333333333333,0.5140350877192983
CCT,Energy,ind_span,True,False,OoD Test,multnoise,0.7731958762886598,0.912621359223301,0.8429086177559804
CCT,Energy,ind_span,True,False,OoD Test,noise,1.0,0.9299999999999999,0.965
CCT,Energy,ind_span,True,False,OoD Test,saltpepper,0.0,0.9299999999999999,0.46499999999999997
CCT,Energy,ind_span,True,False,OoD Test,smear,1.0,0.915,0.9575
CCT,Energy,ind_span,True,False,OoD Val,OoD Test,1.0,0.9299999999999999,0.965
CCT,Energy,ind_span,True,False,OoD Val,OoD Val,1.0,0.5602409638554218,0.7801204819277109
CCT,Energy,ind_span,True,False,OoD Val,brightness,1.0,0.605,0.8025
CCT,Energy,ind_span,True,False,OoD Val,contrast,1.0,0.955,0.9775
CCT,Energy,ind_span,True,False,OoD Val,hue,0.09473684210526316,0.9333333333333333,0.5140350877192983
CCT,Energy,ind_span,True,False,OoD Val,multnoise,0.7731958762886598,0.912621359223301,0.8429086177559804
CCT,Energy,ind_span,True,False,OoD Val,noise,1.0,0.9299999999999999,0.965
CCT,Energy,ind_span,True,False,OoD Val,saltpepper,0.0,0.9299999999999999,0.46499999999999997
CCT,Energy,ind_span,True,False,OoD Val,smear,1.0,0.915,0.9575
CCT,Energy,logistic,True,False,OoD Test,OoD Test,0.99,1.0,0.995
CCT,Energy,logistic,True,False,OoD Test,OoD Val,1.0,0.6024096385542168,0.8012048192771084
CCT,Energy,logistic,True,False,OoD Test,brightness,1.0,0.675,0.8375
CCT,Energy,logistic,True,False,OoD Test,contrast,1.0,1.0,1.0
CCT,Energy,logistic,True,False,OoD Test,hue,0.042105263157894736,1.0,0.5210526315789473
CCT,Energy,logistic,True,False,OoD Test,multnoise,0.0,1.0,0.5
CCT,Energy,logistic,True,False,OoD Test,noise,0.0,1.0,0.5
CCT,Energy,logistic,True,False,OoD Test,saltpepper,0.0,1.0,0.5
CCT,Energy,logistic,True,False,OoD Test,smear,1.0,0.975,0.9875
CCT,Energy,logistic,True,False,OoD Val,OoD Test,0.99,1.0,0.995
CCT,Energy,logistic,True,False,OoD Val,OoD Val,1.0,0.6024096385542168,0.8012048192771084
CCT,Energy,logistic,True,False,OoD Val,brightness,1.0,0.7050000000000001,0.8525
CCT,Energy,logistic,True,False,OoD Val,contrast,1.0,1.0,1.0
CCT,Energy,logistic,True,False,OoD Val,hue,0.021052631578947368,1.0,0.5105263157894737
CCT,Energy,logistic,True,False,OoD Val,multnoise,0.0,1.0,0.5
CCT,Energy,logistic,True,False,OoD Val,noise,0.0,1.0,0.5
CCT,Energy,logistic,True,False,OoD Val,saltpepper,0.0,1.0,0.5
CCT,Energy,logistic,True,False,OoD Val,smear,1.0,0.975,0.9875
CCT,Energy,val_optimal,False,False,OoD Test,OoD Test,1.0,1.0,1.0
CCT,Energy,val_optimal,False,False,OoD Test,OoD Val,1.0,1.0,1.0
CCT,Energy,val_optimal,False,False,OoD Test,brightness,0.71,1.0,0.855
CCT,Energy,val_optimal,False,False,OoD Test,contrast,0.0,1.0,0.5
CCT,Energy,val_optimal,False,False,OoD Test,hue,0.04,1.0,0.52
CCT,Energy,val_optimal,False,False,OoD Test,multnoise,0.0,1.0,0.5
CCT,Energy,val_optimal,False,False,OoD Test,noise,0.0,1.0,0.5
CCT,Energy,val_optimal,False,False,OoD Test,saltpepper,0.0,1.0,0.5
CCT,Energy,val_optimal,False,False,OoD Test,smear,0.09,1.0,0.545
CCT,Energy,val_optimal,False,False,OoD Val,OoD Test,1.0,1.0,1.0
CCT,Energy,val_optimal,False,False,OoD Val,OoD Val,1.0,1.0,1.0
CCT,Energy,val_optimal,False,False,OoD Val,brightness,0.71,1.0,0.855
CCT,Energy,val_optimal,False,False,OoD Val,contrast,0.0,1.0,0.5
CCT,Energy,val_optimal,False,False,OoD Val,hue,0.04,1.0,0.52
CCT,Energy,val_optimal,False,False,OoD Val,multnoise,0.0,1.0,0.5
CCT,Energy,val_optimal,False,False,OoD Val,noise,0.0,1.0,0.5
CCT,Energy,val_optimal,False,False,OoD Val,saltpepper,0.0,1.0,0.5
CCT,Energy,val_optimal,False,False,OoD Val,smear,0.08,1.0,0.54
CCT,Energy,ind_span,False,False,OoD Test,OoD Test,1.0,0.9299999999999999,0.965
CCT,Energy,ind_span,False,False,OoD Test,OoD Val,1.0,0.9299999999999999,0.965
CCT,Energy,ind_span,False,False,OoD Test,brightness,0.72,0.9299999999999999,0.825
CCT,Energy,ind_span,False,False,OoD Test,contrast,0.02,0.9299999999999999,0.475
CCT,Energy,ind_span,False,False,OoD Test,hue,0.09,0.9299999999999999,0.51
CCT,Energy,ind_span,False,False,OoD Test,multnoise,0.77,0.9299999999999999,0.85
CCT,Energy,ind_span,False,False,OoD Test,noise,1.0,0.9299999999999999,0.965
CCT,Energy,ind_span,False,False,OoD Test,saltpepper,0.0,0.9299999999999999,0.46499999999999997
CCT,Energy,ind_span,False,False,OoD Test,smear,0.1,0.9299999999999999,0.515
CCT,Energy,ind_span,False,False,OoD Val,OoD Test,1.0,0.9299999999999999,0.965
CCT,Energy,ind_span,False,False,OoD Val,OoD Val,1.0,0.9299999999999999,0.965
CCT,Energy,ind_span,False,False,OoD Val,brightness,0.72,0.9299999999999999,0.825
CCT,Energy,ind_span,False,False,OoD Val,contrast,0.02,0.9299999999999999,0.475
CCT,Energy,ind_span,False,False,OoD Val,hue,0.09,0.9299999999999999,0.51
CCT,Energy,ind_span,False,False,OoD Val,multnoise,0.77,0.9299999999999999,0.85
CCT,Energy,ind_span,False,False,OoD Val,noise,1.0,0.9299999999999999,0.965
CCT,Energy,ind_span,False,False,OoD Val,saltpepper,0.0,0.9299999999999999,0.46499999999999997
