Dataset,Method,Model,feature_name,shift,observed_gap,predicted_gap,residual,abs_error
OfficeHome,Ours,resnet,Softmax,Contrast,-0.0393518518518518,-0.2078984741966222,-0.16854662234477039,0.16854662234477039
OfficeHome,Ours,resnet,Softmax,Contrast,-0.0474537037037036,-0.2078984741966222,-0.16044477049291858,0.16044477049291858
OfficeHome,Ours,resnet,Softmax,Contrast,-0.0567129629629629,-0.2078984741966222,-0.15118551123365928,0.15118551123365928
OfficeHome,Ours,resnet,Softmax,Contrast,-0.0648148148148147,-0.2078984741966222,-0.1430836593818075,0.1430836593818075
OfficeHome,Ours,resnet,Softmax,Contrast,-0.0648148148148147,-0.2078984741966222,-0.1430836593818075,0.1430836593818075
OfficeHome,Ours,resnet,Softmax,Contrast,-0.0729166666666666,-0.2078984741966222,-0.1349818075299556,0.1349818075299556
OfficeHome,Ours,resnet,Softmax,Contrast,-0.0787037037037036,-0.2078984741966222,-0.1291947704929186,0.1291947704929186
OfficeHome,Ours,resnet,Softmax,Contrast,-0.0856481481481481,-0.2078984741966222,-0.12225032604847409,0.12225032604847409
OfficeHome,Ours,resnet,Softmax,Contrast,-0.0972222222222222,-0.2078984741966222,-0.1106762519744,0.1106762519744
OfficeHome,Ours,resnet,Softmax,Contrast,-0.1030092592592592,-0.2078984741966222,-0.10488921493736299,0.10488921493736299
OfficeHome,Ours,resnet,Softmax,Contrast,-0.1087962962962962,-0.2078984741966222,-0.099102177900326,0.099102177900326
OfficeHome,Ours,resnet,Softmax,Contrast,-0.1180555555555555,-0.2078984741966222,-0.0898429186410667,0.0898429186410667
OfficeHome,Ours,resnet,Softmax,Contrast,-0.130787037037037,-0.2078984741966222,-0.07711143715958518,0.07711143715958518
OfficeHome,Ours,resnet,Softmax,Contrast,-0.1284722222222222,-0.2078984741966222,-0.07942625197439998,0.07942625197439998
OfficeHome,Ours,resnet,Softmax,Contrast,-0.1134259259259259,-0.2078984741966222,-0.09447254827069629,0.09447254827069629
OfficeHome,Ours,resnet,Softmax,Contrast,-0.1122685185185185,-0.2078984741966222,-0.09562995567810369,0.09562995567810369
OfficeHome,Ours,resnet,Softmax,Contrast,-0.1076388888888888,-0.2078984741966222,-0.10025958530773339,0.10025958530773339
OfficeHome,Ours,resnet,Softmax,Contrast,-0.105324074074074,-0.2078984741966222,-0.10257440012254819,0.10257440012254819
OfficeHome,Ours,resnet,Softmax,Contrast,-0.1030092592592592,-0.2078984741966222,-0.10488921493736299,0.10488921493736299
OfficeHome,Ours,resnet,Softmax,Contrast,-0.1006944444444444,-0.2078984741966222,-0.10720402975217778,0.10720402975217778
OfficeHome,Ours,resnet,Softmax,Fog,-0.0347222222222221,-0.1103492006995056,-0.0756269784772835,0.0756269784772835
OfficeHome,Ours,resnet,Softmax,Fog,-0.0347222222222221,-0.1103492006995056,-0.0756269784772835,0.0756269784772835
OfficeHome,Ours,resnet,Softmax,Fog,-0.0439814814814814,-0.1103492006995056,-0.0663677192180242,0.0663677192180242
OfficeHome,Ours,resnet,Softmax,Fog,-0.048611111111111,-0.1103492006995056,-0.0617380895883946,0.0617380895883946
OfficeHome,Ours,resnet,Softmax,Fog,-0.0416666666666666,-0.1103492006995056,-0.068682534032839,0.068682534032839
OfficeHome,Ours,resnet,Softmax,Fog,-0.0439814814814814,-0.1103492006995056,-0.0663677192180242,0.0663677192180242
OfficeHome,Ours,resnet,Softmax,Fog,-0.0393518518518518,-0.1103492006995056,-0.0709973488476538,0.0709973488476538
OfficeHome,Ours,resnet,Softmax,Fog,-0.0393518518518518,-0.1103492006995056,-0.0709973488476538,0.0709973488476538
OfficeHome,Ours,resnet,Softmax,Fog,-0.0393518518518518,-0.1103492006995056,-0.0709973488476538,0.0709973488476538
OfficeHome,Ours,resnet,Softmax,Fog,-0.0462962962962962,-0.1103492006995056,-0.0640529044032094,0.0640529044032094
OfficeHome,Ours,resnet,Softmax,Fog,-0.0439814814814814,-0.1103492006995056,-0.0663677192180242,0.0663677192180242
OfficeHome,Ours,resnet,Softmax,Fog,-0.1157407407407407,-0.1103492006995056,0.005391540041235099,0.005391540041235099
OfficeHome,Ours,resnet,Softmax,Fog,-0.111111111111111,-0.1103492006995056,0.0007619104116053932,0.0007619104116053932
OfficeHome,Ours,resnet,Softmax,Fog,-0.1203703703703703,-0.1103492006995056,0.010021169670864694,0.010021169670864694
OfficeHome,Ours,resnet,Softmax,Fog,-0.1157407407407407,-0.1103492006995056,0.005391540041235099,0.005391540041235099
