,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,Rate Error,Accuracy Error,dsd,ba,tpr,tnr,rate,test_set,val_set
0,Base Tree,350.5,4154.058580229321,3859.6239348370927,0.35607345284001446,0.4099498746867168,0.2519548872180451,0.0,0.23158644629328815,0.4301470588235294,0.11029411764705882,0.05357142857142857,0.23158644629328815,0.058446329734080774,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.0,webcam,noise
1,Detector Tree,350.5,3382.7319567434142,3408.4768170426064,0.36364881599737897,0.4099498746867168,0.2519548872180451,0.0,0.23158644629328815,0.4301470588235294,0.11029411764705882,0.05357142857142857,0.23158644629328815,0.052787060619690386,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.0,webcam,noise
0,Base Tree,350.5,4228.269575241081,3957.966541353383,0.34249413078845714,0.39195488721804517,0.3229072681704261,0.0,0.27404133822459376,0.4301470588235294,0.11029411764705882,0.05443548387096774,0.27404133822459376,0.07176939785904499,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.0,dslr,noise
1,Detector Tree,350.5,3345.536372009071,3305.585714285714,0.35137434630544734,0.39195488721804517,0.3229072681704261,0.0,0.27404133822459376,0.4301470588235294,0.11029411764705882,0.05443548387096774,0.27404133822459376,0.07023729503812931,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.0,dslr,noise
0,Base Tree,350.5,4214.8605715063495,3949.0636591478697,0.3449477453785271,0.39358395989974937,0.24516290726817044,0.0,0.22624754923191692,0.4301470588235294,0.05357142857142857,0.05357142857142857,0.22624754923191692,0.05889316251931551,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.0,webcam,webcam
1,Detector Tree,350.5,3550.167802063586,3509.496240601504,0.3265980239567226,0.39358395989974937,0.24516290726817044,0.0,0.22624754923191692,0.4301470588235294,0.05357142857142857,0.05357142857142857,0.22624754923191692,0.07019503427111602,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.0,webcam,webcam
0,Base Tree,350.5,4204.847713143603,4039.8730576441103,0.3467799244019026,0.3769674185463659,0.24634085213032583,0.0,0.2213821812256312,0.4301470588235294,0.05357142857142857,0.05443548387096774,0.2213821812256312,0.042416454229223105,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.0,dslr,webcam
1,Detector Tree,350.5,3532.076184355473,3545.7038847117797,0.33565056422524486,0.3769674185463659,0.24634085213032583,0.0,0.2213821812256312,0.4301470588235294,0.05357142857142857,0.05443548387096774,0.2213821812256312,0.047549350654210225,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.0,dslr,webcam
0,Base Tree,350.5,4191.238705468919,3931.942731829574,0.3492701362362453,0.39671679197994986,0.24070175438596492,0.0,0.21526332426009456,0.4301470588235294,0.05443548387096774,0.05357142857142857,0.21526332426009456,0.04887304566707692,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.0,webcam,dslr
1,Detector Tree,350.5,3392.5035998325766,3425.3991228070176,0.3622069870676054,0.39671679197994986,0.24070175438596492,0.0,0.21526332426009456,0.4301470588235294,0.05443548387096774,0.05357142857142857,0.21526332426009456,0.03945235117884272,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.0,webcam,dslr
0,Base Tree,350.5,4227.135326256705,3951.8030075187967,0.3427016786355525,0.3930827067669173,0.26210526315789473,0.0,0.23274603716698905,0.4301470588235294,0.05443548387096774,0.05443548387096774,0.23274603716698905,0.06334523656097298,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.0,dslr,dslr
1,Detector Tree,350.5,3494.097150827304,3387.9073934837093,0.334556882751973,0.3930827067669173,0.26210526315789473,0.0,0.23274603716698905,0.4301470588235294,0.05443548387096774,0.05443548387096774,0.23274603716698905,0.06736341819220779,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.0,dslr,dslr
0,Base Tree,350.5,4281.734153629414,4008.781453634085,0.33271104233679516,0.38265664160401003,0.3574937343358396,0.10764411027568924,0.304627545797606,0.4301470588235294,0.11029411764705882,0.05357142857142857,0.20462754579760598,0.06516972506304403,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.1,webcam,noise
1,Detector Tree,350.5,3374.571045410083,3171.4016290726818,0.33204751583243536,0.38265664160401003,0.3574937343358396,0.10764411027568924,0.304627545797606,0.4301470588235294,0.11029411764705882,0.05357142857142857,0.20462754579760598,0.06572063996436887,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.1,webcam,noise
0,Base Tree,350.5,4279.239500790474,4291.756140350877,0.3331675204409013,0.33087719298245616,0.35451127819548867,0.09085213032581453,0.30320039586292924,0.4301470588235294,0.11029411764705882,0.05443548387096774,0.20320039586292923,0.03711332397453888,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.1,dslr,noise
1,Detector Tree,350.5,3368.313807013929,3462.355639097744,0.3359391246655983,0.33087719298245616,0.35451127819548867,0.09085213032581453,0.30320039586292924,0.4301470588235294,0.11029411764705882,0.05443548387096774,0.20320039586292923,0.03723357231419631,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.1,dslr,noise
0,Base Tree,350.5,4377.328055317807,4377.6347117794485,0.31521902006993463,0.3151629072681704,0.3740852130325814,0.11912280701754387,0.30519244879615687,0.4301470588235294,0.05357142857142857,0.05357142857142857,0.20519244879615683,0.022174349467614093,energy,0.8357108972621307,0.9398041474654377,0.7316176470588235,0.1,webcam,webcam
