,fold,feature_name,feature,loss
0,train,cross_entropy,0.84467613697052,0.04558604955673218
1,train,cross_entropy,0.9343385696411133,0.0736013650894165
2,train,cross_entropy,0.9165689945220947,0.10767912864685059
3,train,cross_entropy,0.46518993377685547,0.05643594264984131
4,train,cross_entropy,0.6763182878494263,0.13424324989318848
5,train,cross_entropy,0.9610117673873901,0.15112167596817017
6,train,cross_entropy,0.885582685470581,0.29105281829833984
7,train,cross_entropy,0.8965712785720825,0.05495250225067139
8,train,cross_entropy,0.6575969457626343,0.20928525924682617
9,train,cross_entropy,0.6418168544769287,0.05496948957443237
10,train,cross_entropy,0.5984867811203003,0.029524505138397217
11,train,cross_entropy,0.9746608734130859,0.15692007541656494
12,train,cross_entropy,0.8993816375732422,0.10002076625823975
13,train,cross_entropy,0.9442107677459717,0.08638179302215576
14,train,cross_entropy,0.9202463626861572,0.062039077281951904
15,train,cross_entropy,0.43104732036590576,0.08042097091674805
16,train,cross_entropy,0.7463461756706238,0.06841158866882324
17,train,cross_entropy,0.8865225315093994,0.09214204549789429
18,train,cross_entropy,0.9767148494720459,0.13754349946975708
19,train,cross_entropy,0.9246256351470947,0.10292351245880127
20,train,cross_entropy,0.8641825914382935,0.05143231153488159
21,train,cross_entropy,0.9638253450393677,0.08511912822723389
22,train,cross_entropy,0.7215602397918701,0.04008227586746216
23,train,cross_entropy,0.7484074234962463,0.09914982318878174
24,train,cross_entropy,0.9747116565704346,0.10090059041976929
25,train,cross_entropy,0.7868376970291138,0.045189619064331055
26,train,cross_entropy,0.8517743349075317,0.07843226194381714
27,train,cross_entropy,0.9065356254577637,0.08240091800689697
28,train,cross_entropy,0.779559850692749,0.05508512258529663
29,train,cross_entropy,0.9698996543884277,0.15031397342681885
30,train,cross_entropy,0.9226703643798828,0.09463381767272949
31,train,cross_entropy,0.6494805812835693,0.08686423301696777
32,train,cross_entropy,0.7697322368621826,0.16843467950820923
33,train,cross_entropy,0.8964395523071289,0.18138539791107178
34,train,cross_entropy,0.6333860158920288,0.04429638385772705
35,train,cross_entropy,0.8579463958740234,0.060842812061309814
36,train,cross_entropy,0.8917299509048462,0.07116949558258057
37,train,cross_entropy,0.9346469640731812,0.16898465156555176
38,train,cross_entropy,0.9499379396438599,0.07574737071990967
39,train,cross_entropy,0.9703671932220459,0.11695170402526855
40,train,cross_entropy,0.949577808380127,0.14216774702072144
41,train,cross_entropy,0.9294224977493286,0.3337060809135437
42,train,cross_entropy,0.9512864351272583,0.09277665615081787
43,train,cross_entropy,0.9253451824188232,0.07749003171920776
44,train,cross_entropy,0.834395170211792,0.055157363414764404
45,train,cross_entropy,0.8564467430114746,0.15443414449691772
46,train,cross_entropy,0.9307346343994141,0.06007641553878784
47,train,cross_entropy,0.4416152834892273,0.1384907364845276
48,train,cross_entropy,0.9777593612670898,0.14130234718322754
49,train,cross_entropy,0.9779596328735352,0.10471010208129883
50,train,cross_entropy,0.9489996433258057,0.10698491334915161
51,train,cross_entropy,0.7814993858337402,0.07773029804229736
52,train,cross_entropy,0.9800543785095215,0.190676748752594
53,train,cross_entropy,0.837844967842102,0.08136701583862305
54,train,cross_entropy,0.7106306552886963,0.042451560497283936
55,train,cross_entropy,0.38400113582611084,0.02153831720352173
56,train,cross_entropy,0.8955599069595337,0.18429774045944214
57,train,cross_entropy,0.383620023727417,0.03881371021270752
58,train,cross_entropy,0.8684241771697998,0.0985943078994751
59,train,cross_entropy,0.8469583988189697,0.052188873291015625
60,train,cross_entropy,0.8486330509185791,0.050159454345703125
61,train,cross_entropy,0.9549206495285034,0.08804905414581299
62,train,cross_entropy,0.947903037071228,0.23348021507263184
63,train,cross_entropy,0.9446629285812378,0.11018520593643188
64,train,cross_entropy,0.9718955755233765,0.1622849702835083
65,train,cross_entropy,0.8503769636154175,0.06317883729934692
66,train,cross_entropy,0.7071782350540161,0.04594820737838745
67,train,cross_entropy,0.886223554611206,0.0921335220336914
68,train,cross_entropy,0.7723824977874756,0.05012470483779907
69,train,cross_entropy,0.6131893396377563,0.18456697463989258
70,train,cross_entropy,0.9772824048995972,0.1599329113960266
71,train,cross_entropy,0.9536005258560181,0.13249468803405762
72,train,cross_entropy,0.9603666067123413,0.10068947076797485
73,train,cross_entropy,0.914569616317749,0.0937228798866272
74,train,cross_entropy,0.8468085527420044,0.09066110849380493
75,train,cross_entropy,0.8182573318481445,0.04390442371368408
76,train,cross_entropy,0.9747278690338135,0.10071146488189697
77,train,cross_entropy,0.9136345386505127,0.0528256893157959
78,train,cross_entropy,0.8376979827880859,0.08997976779937744
79,train,cross_entropy,0.9301972389221191,0.10837817192077637
80,train,cross_entropy,0.49825215339660645,0.043816208839416504
81,train,cross_entropy,0.9755591154098511,0.19841158390045166
82,train,cross_entropy,0.9596890211105347,0.08924919366836548
83,train,cross_entropy,0.5304980278015137,0.07181459665298462
84,train,cross_entropy,0.8722654581069946,0.09474784135818481
85,train,cross_entropy,0.8309812545776367,0.0455857515335083
86,train,cross_entropy,0.6088225841522217,0.06693822145462036
87,train,cross_entropy,0.9425555467605591,0.10455328226089478
88,train,cross_entropy,0.9547756910324097,0.09128928184509277
89,train,cross_entropy,0.9760600328445435,0.2003360390663147
90,train,cross_entropy,0.8963736295700073,0.10458701848983765
91,train,cross_entropy,0.7450042963027954,0.06012606620788574
92,train,cross_entropy,0.906836986541748,0.06824511289596558
93,train,cross_entropy,0.8752351999282837,0.07604730129241943
94,train,cross_entropy,0.6365551948547363,0.03792738914489746
95,train,cross_entropy,0.9679014682769775,0.27301114797592163
